table_name,,title,,,,,,,
care_welfare_facility,,介護老人福祉施設,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
75,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,264,.innerHTML
76,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,265,.innerHTML
77,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,266,.innerHTML
78,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,267,.innerHTML
79,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,268,.innerHTML
80,l_caremanager_00,TEXT,,,,,介護支援専門員（常勤・専従）,269,.innerHTML
81,l_caremanager_01,TEXT,,,,,介護支援専門員（常勤・非専従）,270,.innerHTML
82,l_caremanager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,271,.innerHTML
83,l_caremanager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,272,.innerHTML
84,l_physical_therapist_00,TEXT,,,,,理学療法士（常勤・専従）,273,.innerHTML
85,l_physical_therapist_01,TEXT,,,,,理学療法士（常勤・非専従）,274,.innerHTML
86,l_physical_therapist_10,TEXT,,,,,理学療法士（非常勤・専従）,275,.innerHTML
87,l_physical_therapist_11,TEXT,,,,,理学療法士（非常勤・非専従）,276,.innerHTML
88,l_occupational_therapist_00,TEXT,,,,,作業療法士（常勤・専従）,277,.innerHTML
89,l_occupational_therapist_01,TEXT,,,,,作業療法士（常勤・非専従）,278,.innerHTML
90,l_occupational_therapist_10,TEXT,,,,,作業療法士（非常勤・専従）,279,.innerHTML
91,l_occupational_therapist_11,TEXT,,,,,作業療法士（非常勤・非専従）,280,.innerHTML
92,l_slh_therapist_00,TEXT,,,,,言語聴覚士（常勤・専従）,281,.innerHTML
93,l_slh_therapist_01,TEXT,,,,,言語聴覚士（常勤・非専従）,282,.innerHTML
94,l_slh_therapist_10,TEXT,,,,,言語聴覚士（非常勤・専従）,283,.innerHTML
95,l_slh_therapist_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,284,.innerHTML
96,l_nurse_or_semi_00,TEXT,,,,,看護師及び准看護師（常勤・専従）,285,.innerHTML
97,l_nurse_or_semi_01,TEXT,,,,,看護師及び准看護師（常勤・非専従）,286,.innerHTML
98,l_nurse_or_semi_10,TEXT,,,,,看護師及び准看護師（非常勤・専従）,287,.innerHTML
99,l_nurse_or_semi_11,TEXT,,,,,看護師及び准看護師（非常勤・非専従）,288,.innerHTML
100,l_bonesetter_00,TEXT,,,,,柔道整復師（常勤・専従）,289,.innerHTML
101,l_bonesetter_01,TEXT,,,,,柔道整復師（常勤・非専従）,290,.innerHTML
102,l_bonesetter_10,TEXT,,,,,柔道整復師（非常勤・専従）,291,.innerHTML
103,l_bonesetter_11,TEXT,,,,,柔道整復師（非常勤・非専従）,292,.innerHTML
104,l_masseur_00,TEXT,,,,,あん摩マッサージ指圧師（常勤・専従）,293,.innerHTML
105,l_masseur_01,TEXT,,,,,あん摩マッサージ指圧師（常勤・非専従）,294,.innerHTML
106,l_masseur_10,TEXT,,,,,あん摩マッサージ指圧師（非常勤・専従）,295,.innerHTML
107,l_masseur_11,TEXT,,,,,あん摩マッサージ指圧師（非常勤・非専従）,296,.innerHTML
108,dailylife_keizokushien,TEXT,,,,,日常生活継続支援加算,420,".attr(""alt"")"
109,nursing_system_1,TEXT,,,,,看護体制加算（Ⅰ）,421,".attr(""alt"")"
110,nursing_system_2,TEXT,,,,,看護体制加算（Ⅱ）,422,".attr(""alt"")"
111,night_duty_assignment,TEXT,,,,,夜勤職員配置加算,423,".attr(""alt"")"
112,semi_unitcare,TEXT,,,,,準ユニットケア加算,424,".attr(""alt"")"
113,private_function_traning,TEXT,,,,,個別機能訓練加算,425,".attr(""alt"")"
114,juvenile_dementia_inmate,TEXT,,,,,若年性認知症入所者受入加算,426,".attr(""alt"")"
115,doctor_haiti,TEXT,,,,,常勤医師配置加算,427,".attr(""alt"")"
116,psychiatrist_nursing_guide,TEXT,,,,,精神科医療養指導加算,428,".attr(""alt"")"
117,handicapped_shien_taisei,TEXT,,,,,障害者生活支援体制加算,429,".attr(""alt"")"
118,before_leave_visit_consult,TEXT,,,,,退所前訪問相談援助加算,430,".attr(""alt"")"
119,after_leave_visit_consult,TEXT,,,,,退所後訪問相談援助加算,431,".attr(""alt"")"
120,leave_visit_consult,TEXT,,,,,退所時相談援助加算,432,".attr(""alt"")"
121,before_leave_link,TEXT,,,,,退所前連携加算,433,".attr(""alt"")"
122,nutrition_management,TEXT,,,,,栄養マネジメント加算,434,".attr(""alt"")"
123,oral_change,TEXT,,,,,経口移行加算,435,".attr(""alt"")"
124,oral_keep,TEXT,,,,,経口維持加算,436,".attr(""alt"")"
125,oral_cavity_function_taisei,TEXT,,,,,口腔機能維持管理体制加算,437,".attr(""alt"")"
126,oral_cavity_function,TEXT,,,,,口腔機能維持管理加算,438,".attr(""alt"")"
127,medical_meal,TEXT,,,,,療養食加算,439,".attr(""alt"")"
128,caregiving,TEXT,,,,,看取り介護加算,440,".attr(""alt"")"
129,homereturn_support,TEXT,,,,,在宅復帰支援機能加算,441,".attr(""alt"")"
130,home_enter_mutualuse,TEXT,,,,,在宅・入所相互利用加算,442,".attr(""alt"")"
131,dementia_specialty_care_1,TEXT,,,,,認知症専門ケア加算（Ⅰ）,443,".attr(""alt"")"
132,dementia_specialty_care_2,TEXT,,,,,認知症専門ケア加算（Ⅱ）,444,".attr(""alt"")"
133,dementia_immediate_action,TEXT,,,,,認知症行動・心理症状緊急対応加算,445,".attr(""alt"")"
134,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,446,".attr(""alt"")"
135,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,447,".attr(""alt"")"
136,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,448,".attr(""alt"")"
137,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,449,".attr(""alt"")"
138,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,450,".attr(""alt"")"
139,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,451,".attr(""alt"")"
140,entrance_capacity,TEXT,,,,,入所定員,458,.innerHTML
141,unit_private_room,TEXT,,,,,ユニット型個室,520,".attr(""alt"")"
142,unit_semi_private_room,TEXT,,,,,ユニット型準個室,521,".attr(""alt"")"
143,existing_room,TEXT,,,,,従来型個室,522,".attr(""alt"")"
144,multi_bed_room,TEXT,,,,,多床室,523,".attr(""alt"")"
145,meal_price,TEXT,,,,,食事の提供に要する費用の額及びその算定方法,573,.innerHTML
146,stay_price,TEXT,,,,,滞在に要する費用の額及びその算定方法,574,.innerHTML
147,special_room_price,TEXT,,,,,利用者が選定する特別な居室の提供を行ったことに伴い必要となる費用の額及びその算定方法,575,.innerHTML
148,special_meal_price,TEXT,,,,,利用者が選定する特別な食事の提供を行ったことに伴い必要となる費用の額及びその算定方法,576,.innerHTML
149,hairdressing_price,TEXT,,,,,理美容代及びその算定方法,577,.innerHTML
150,daily_life_price,TEXT,,,,,当該介護サービスにおいて提供される便宜のうち、日常生活においても通常必要となるものに係る費用（日常生活費）の額及びその算定方法,578,.innerHTML
151,user_charge_cut,TEXT,,,,,社会福祉法人等による利用者負担軽減制度の実施の有無,579,".attr(""alt"")"
152,prc_date,TIMESTAMP,,,,,,,
