table_name,,title,,,,,,,
specified_lifecare_charge_external,,特定施設入居者生活介護 有料老人ホーム 外部サービス利用型,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
72,l_home_helper2_1_10,TEXT,,,,,訪問介護員　２級（常勤・専従）,264,.innerHTML
73,l_home_helper2_1_11,TEXT,,,,,訪問介護員　２級（常勤・非専従）,265,.innerHTML
74,l_home_helper2_1_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,266,.innerHTML
75,l_home_helper2_1_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,267,.innerHTML
76,l_caremanager_1_10,TEXT,,,,,介護支援専門員（常勤・専従）,268,.innerHTML
77,l_caremanager_1_11,TEXT,,,,,介護支援専門員（常勤・非専従）,269,.innerHTML
78,l_caremanager_1_10,TEXT,,,,,介護支援専門員（非常勤・専従）,270,.innerHTML
79,l_caremanager_1_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,271,.innerHTML
80,l_physical_therapist_00,TEXT,,,,,理学療法士（常勤・専従）,272,.innerHTML
81,l_physical_therapist_01,TEXT,,,,,理学療法士（常勤・非専従）,273,.innerHTML
82,l_physical_therapist_10,TEXT,,,,,理学療法士（非常勤・専従）,274,.innerHTML
83,l_physical_therapist_11,TEXT,,,,,理学療法士（非常勤・非専従）,275,.innerHTML
84,l_occupational_therapist_00,TEXT,,,,,作業療法士（常勤・専従）,276,.innerHTML
85,l_occupational_therapist_01,TEXT,,,,,作業療法士（常勤・非専従）,277,.innerHTML
86,l_occupational_therapist_10,TEXT,,,,,作業療法士（非常勤・専従）,278,.innerHTML
87,l_occupational_therapist_11,TEXT,,,,,作業療法士（非常勤・非専従）,279,.innerHTML
88,l_slh_therapist_00,TEXT,,,,,言語聴覚士（常勤・専従）,280,.innerHTML
89,l_slh_therapist_01,TEXT,,,,,言語聴覚士（常勤・非専従）,281,.innerHTML
90,l_slh_therapist_10,TEXT,,,,,言語聴覚士（非常勤・専従）,282,.innerHTML
91,l_slh_therapist_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,283,.innerHTML
92,l_nurse_or_semi_00,TEXT,,,,,看護師及び准看護師（常勤・専従）,284,.innerHTML
93,l_nurse_or_semi_01,TEXT,,,,,看護師及び准看護師（常勤・非専従）,285,.innerHTML
94,l_nurse_or_semi_10,TEXT,,,,,看護師及び准看護師（非常勤・専従）,286,.innerHTML
95,l_nurse_or_semi_11,TEXT,,,,,看護師及び准看護師（非常勤・非専従）,287,.innerHTML
96,l_bonesetter_00,TEXT,,,,,柔道整復師（常勤・専従）,288,.innerHTML
97,l_bonesetter_01,TEXT,,,,,柔道整復師（常勤・非専従）,289,.innerHTML
98,l_bonesetter_10,TEXT,,,,,柔道整復師（非常勤・専従）,290,.innerHTML
99,l_bonesetter_11,TEXT,,,,,柔道整復師（非常勤・非専従）,291,.innerHTML
100,l_masseur_00,TEXT,,,,,あん摩マッサージ指圧師（常勤・専従）,292,.innerHTML
101,l_masseur_01,TEXT,,,,,あん摩マッサージ指圧師（常勤・非専従）,293,.innerHTML
102,l_masseur_10,TEXT,,,,,あん摩マッサージ指圧師（非常勤・専従）,294,.innerHTML
103,l_masseur_11,TEXT,,,,,あん摩マッサージ指圧師（非常勤・非専従）,295,.innerHTML
104,lifepranner_2_00,TEXT,,,,,生活相談員（常勤・専従）,298,.innerHTML
105,lifepranner_2_01,TEXT,,,,,生活相談員（常勤・非専従）,299,.innerHTML
106,lifepranner_2_10,TEXT,,,,,生活相談員（非常勤・専従）,300,.innerHTML
107,lifepranner_2_11,TEXT,,,,,生活相談員（非常勤・非専従）,301,.innerHTML
108,carer_2_00,TEXT,,,,,介護職員（常勤・専従）,303,.innerHTML
109,carer_2_01,TEXT,,,,,介護職員（常勤・非専従）,304,.innerHTML
110,carer_2_10,TEXT,,,,,介護職員（非常勤・専従）,305,.innerHTML
111,carer_2_11,TEXT,,,,,介護職員（非常勤・非専従）,306,.innerHTML
112,scheduling_2_00,TEXT,,,,,計画作成担当者（常勤・専従）,308,.innerHTML
113,scheduling_2_01,TEXT,,,,,計画作成担当者（常勤・非専従）,309,.innerHTML
114,scheduling_2_10,TEXT,,,,,計画作成担当者（非常勤・専従）,310,.innerHTML
115,scheduling_2_11,TEXT,,,,,計画作成担当者（非常勤・非専従）,311,.innerHTML
116,otherwork_2_00,TEXT,,,,,その他の従業者（常勤・専従）,313,.innerHTML
117,otherwork_2_01,TEXT,,,,,その他の従業者（常勤・非専従）,314,.innerHTML
118,otherwork_2_10,TEXT,,,,,その他の従業者（非常勤・専従）,315,.innerHTML
119,otherwork_2_11,TEXT,,,,,その他の従業者（非常勤・非専従）,316,.innerHTML
120,l_care_worker_2_00,TEXT,,,,,介護福祉士（常勤・専従）,319,.innerHTML
121,l_care_worker_2_01,TEXT,,,,,介護福祉士（常勤・非専従）,320,.innerHTML
122,l_care_worker_2_10,TEXT,,,,,介護福祉士（非常勤・専従）,321,.innerHTML
123,l_care_worker_2_11,TEXT,,,,,介護福祉士（非常勤・非専従）,322,.innerHTML
124,l_practical_training_2_00,TEXT,,,,,実務者研修（常勤・専従）,323,.innerHTML
125,l_practical_training_2_01,TEXT,,,,,実務者研修（常勤・非専従）,324,.innerHTML
126,l_practical_training_2_10,TEXT,,,,,実務者研修（非常勤・専従）,325,.innerHTML
127,l_practical_training_2_11,TEXT,,,,,実務者研修（非常勤・非専従）,326,.innerHTML
128,l_care_basis_2_00,TEXT,,,,,介護職員基礎研修（常勤・専従）,327,.innerHTML
129,l_care_basis_2_01,TEXT,,,,,介護職員基礎研修（常勤・非専従）,328,.innerHTML
130,l_care_basis_2_10,TEXT,,,,,介護職員基礎研修（非常勤・専従）,329,.innerHTML
131,l_care_basis_2_11,TEXT,,,,,介護職員基礎研修（非常勤・非専従）,330,.innerHTML
132,l_home_helper1_2_00,TEXT,,,,,訪問介護員　１級（常勤・専従）,331,.innerHTML
133,l_home_helper1_2_01,TEXT,,,,,訪問介護員　１級（常勤・非専従）,332,.innerHTML
134,l_home_helper1_2_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,333,.innerHTML
135,l_home_helper1_2_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,334,.innerHTML
136,l_home_helper2_2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,335,.innerHTML
137,l_home_helper2_2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,336,.innerHTML
138,l_home_helper2_2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,337,.innerHTML
139,l_home_helper2_2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,338,.innerHTML
140,l_caremanager_2_0,TEXT,,,,,介護支援専門員（常勤・専従）,339,.innerHTML
141,l_caremanager_2_1,TEXT,,,,,介護支援専門員（常勤・非専従）,340,.innerHTML
142,l_caremanager_2_10,TEXT,,,,,介護支援専門員（非常勤・専従）,341,.innerHTML
143,l_caremanager_2_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,342,.innerHTML
144,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,392,".attr(""alt"")"
145,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,393,".attr(""alt"")"
146,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,394,".attr(""alt"")"
147,sub_shortuse_specified,TEXT,,,,,短期利用特定施設入居者生活介護の提供(予防を除く),395,".attr(""alt"")"
148,personal_distribution,TEXT,,,,,人員配置が手厚い介護サービスの実施,396,".attr(""alt"")"
149,payment_method,TEXT,,,,,支払い方式,662,.innerHTML
150,enter_lump_sum,TEXT,,,,,入居一時金（1人入居の場合）,741,.innerHTML
151,Initial_repayment_rate,TEXT,,,,,初期償却率,685,.innerHTML
152,rent,TEXT,,,,,家賃,774,.innerHTML
153,control_cost,TEXT,,,,,管理費,758,.innerHTML
154,meal_day_price,TEXT,,,,,食費,761,.innerHTML
155,light_fuel_price,TEXT,,,,,光熱水費,764,.innerHTML
156,prc_date,TIMESTAMP,,,,,,,
