table_name,,title,,,,,,,
local_based_specified_charge,,地域密着型特定施設入居者生活介護 有料老人ホーム,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
72,l_home_helper2_1_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,262,.innerHTML
73,l_home_helper2_1_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,263,.innerHTML
74,l_home_helper2_1_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,264,.innerHTML
75,l_home_helper2_1_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,265,.innerHTML
76,l_caremanager_1_0,TEXT,,,,,介護支援専門員（常勤・専従）,266,.innerHTML
77,l_caremanager_1_1,TEXT,,,,,介護支援専門員（常勤・非専従）,267,.innerHTML
78,l_caremanager_1_10,TEXT,,,,,介護支援専門員（非常勤・専従）,268,.innerHTML
79,l_caremanager_1_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,269,.innerHTML
80,l_physical_therapist_1_00,TEXT,,,,,理学療法士（常勤・専従）,270,.innerHTML
81,l_physical_therapist_1_01,TEXT,,,,,理学療法士（常勤・非専従）,271,.innerHTML
82,l_physical_therapist_1_10,TEXT,,,,,理学療法士（非常勤・専従）,272,.innerHTML
83,l_physical_therapist_1_11,TEXT,,,,,理学療法士（非常勤・非専従）,273,.innerHTML
84,l_occupational_therapist_1_00,TEXT,,,,,作業療法士（常勤・専従）,274,.innerHTML
85,l_occupational_therapist_1_01,TEXT,,,,,作業療法士（常勤・非専従）,275,.innerHTML
86,l_occupational_therapist_1_10,TEXT,,,,,作業療法士（非常勤・専従）,276,.innerHTML
87,l_occupational_therapist_1_11,TEXT,,,,,作業療法士（非常勤・非専従）,277,.innerHTML
88,l_slh_therapist_1_00,TEXT,,,,,言語聴覚士（常勤・専従）,278,.innerHTML
89,l_slh_therapist_1_01,TEXT,,,,,言語聴覚士（常勤・非専従）,279,.innerHTML
90,l_slh_therapist_1_10,TEXT,,,,,言語聴覚士（非常勤・専従）,280,.innerHTML
91,l_slh_therapist_1_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,281,.innerHTML
92,l_nurse_or_semi_1_00,TEXT,,,,,看護師及び准看護師（常勤・専従）,282,.innerHTML
93,l_nurse_or_semi_1_01,TEXT,,,,,看護師及び准看護師（常勤・非専従）,283,.innerHTML
94,l_nurse_or_semi_1_10,TEXT,,,,,看護師及び准看護師（非常勤・専従）,284,.innerHTML
95,l_nurse_or_semi_1_11,TEXT,,,,,看護師及び准看護師（非常勤・非専従）,285,.innerHTML
96,l_bonesetter_1_00,TEXT,,,,,柔道整復師（常勤・専従）,286,.innerHTML
97,l_bonesetter_1_01,TEXT,,,,,柔道整復師（常勤・非専従）,287,.innerHTML
98,l_bonesetter_1_10,TEXT,,,,,柔道整復師（非常勤・専従）,288,.innerHTML
99,l_bonesetter_1_11,TEXT,,,,,柔道整復師（非常勤・非専従）,289,.innerHTML
100,l_masseur_1_00,TEXT,,,,,あん摩マッサージ指圧師（常勤・専従）,290,.innerHTML
101,l_masseur_1_01,TEXT,,,,,あん摩マッサージ指圧師（常勤・非専従）,291,.innerHTML
102,l_masseur_1_10,TEXT,,,,,あん摩マッサージ指圧師（非常勤・専従）,292,.innerHTML
103,l_masseur_1_11,TEXT,,,,,あん摩マッサージ指圧師（非常勤・非専従）,293,.innerHTML
104,lifepranner_2_00,TEXT,,,,,生活相談員（常勤・専従）,296,.innerHTML
105,lifepranner_2_01,TEXT,,,,,生活相談員（常勤・非専従）,297,.innerHTML
106,lifepranner_2_10,TEXT,,,,,生活相談員（非常勤・専従）,298,.innerHTML
107,lifepranner_2_11,TEXT,,,,,生活相談員（非常勤・非専従）,299,.innerHTML
108,nursing_staff_2_00,TEXT,,,,,看護職員（常勤・専従）,301,.innerHTML
109,nursing_staff_2_01,TEXT,,,,,看護職員（常勤・非専従）,302,.innerHTML
110,nursing_staff_2_10,TEXT,,,,,看護職員（非常勤・専従）,303,.innerHTML
111,nursing_staff_2_11,TEXT,,,,,看護職員（非常勤・非専従）,304,.innerHTML
112,carer_2_00,TEXT,,,,,介護職員（常勤・専従）,306,.innerHTML
113,carer_2_01,TEXT,,,,,介護職員（常勤・非専従）,307,.innerHTML
114,carer_2_10,TEXT,,,,,介護職員（非常勤・専従）,308,.innerHTML
115,carer_2_11,TEXT,,,,,介護職員（非常勤・非専従）,309,.innerHTML
116,functional_advisor_2_00,TEXT,,,,,機能訓練指導員（常勤・専従）,311,.innerHTML
117,functional_advisor_2_01,TEXT,,,,,機能訓練指導員（常勤・非専従）,312,.innerHTML
118,functional_advisor_2_10,TEXT,,,,,機能訓練指導員（非常勤・専従）,313,.innerHTML
119,functional_advisor_2_11,TEXT,,,,,機能訓練指導員（非常勤・非専従）,314,.innerHTML
120,scheduling_2_00,TEXT,,,,,計画作成担当者（常勤・専従）,316,.innerHTML
121,scheduling_2_01,TEXT,,,,,計画作成担当者（常勤・非専従）,317,.innerHTML
122,scheduling_2_10,TEXT,,,,,計画作成担当者（非常勤・専従）,318,.innerHTML
123,scheduling_2_11,TEXT,,,,,計画作成担当者（非常勤・非専従）,319,.innerHTML
124,otherwork_2_00,TEXT,,,,,その他の従業者（常勤・専従）,321,.innerHTML
125,otherwork_2_01,TEXT,,,,,その他の従業者（常勤・非専従）,322,.innerHTML
126,otherwork_2_10,TEXT,,,,,その他の従業者（非常勤・専従）,323,.innerHTML
127,otherwork_2_11,TEXT,,,,,その他の従業者（非常勤・非専従）,324,.innerHTML
128,l_care_worker_2_00,TEXT,,,,,介護福祉士（常勤・専従）,327,.innerHTML
129,l_care_worker_2_01,TEXT,,,,,介護福祉士（常勤・非専従）,328,.innerHTML
130,l_care_worker_2_10,TEXT,,,,,介護福祉士（非常勤・専従）,329,.innerHTML
131,l_care_worker_2_11,TEXT,,,,,介護福祉士（非常勤・非専従）,330,.innerHTML
132,l_practical_training_2_00,TEXT,,,,,実務者研修（常勤・専従）,331,.innerHTML
133,l_practical_training_2_01,TEXT,,,,,実務者研修（常勤・非専従）,332,.innerHTML
134,l_practical_training_2_10,TEXT,,,,,実務者研修（非常勤・専従）,333,.innerHTML
135,l_practical_training_2_11,TEXT,,,,,実務者研修（非常勤・非専従）,334,.innerHTML
136,l_care_basis_2_00,TEXT,,,,,介護職員基礎研修（常勤・専従）,335,.innerHTML
137,l_care_basis_2_01,TEXT,,,,,介護職員基礎研修（常勤・非専従）,336,.innerHTML
138,l_care_basis_2_10,TEXT,,,,,介護職員基礎研修（非常勤・専従）,337,.innerHTML
139,l_care_basis_2_11,TEXT,,,,,介護職員基礎研修（非常勤・非専従）,338,.innerHTML
140,l_home_helper1_2_00,TEXT,,,,,訪問介護員　１級（常勤・専従）,339,.innerHTML
141,l_home_helper1_2_01,TEXT,,,,,訪問介護員　１級（常勤・非専従）,340,.innerHTML
142,l_home_helper1_2_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,341,.innerHTML
143,l_home_helper1_2_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,342,.innerHTML
144,l_home_helper2_2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,343,.innerHTML
145,l_home_helper2_2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,344,.innerHTML
146,l_home_helper2_2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,345,.innerHTML
147,l_home_helper2_2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,346,.innerHTML
148,l_caremanager_2_0,TEXT,,,,,介護支援専門員（常勤・専従）,347,.innerHTML
149,l_caremanager_2_1,TEXT,,,,,介護支援専門員（常勤・非専従）,348,.innerHTML
150,l_caremanager_2_10,TEXT,,,,,介護支援専門員（非常勤・専従）,349,.innerHTML
151,l_caremanager_2_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,350,.innerHTML
152,l_physical_therapist_2_00,TEXT,,,,,理学療法士（常勤・専従）,351,.innerHTML
153,l_physical_therapist_2_01,TEXT,,,,,理学療法士（常勤・非専従）,352,.innerHTML
154,l_physical_therapist_2_10,TEXT,,,,,理学療法士（非常勤・専従）,353,.innerHTML
155,l_physical_therapist_2_11,TEXT,,,,,理学療法士（非常勤・非専従）,354,.innerHTML
156,l_occupational_therapist_2_00,TEXT,,,,,作業療法士（常勤・専従）,355,.innerHTML
157,l_occupational_therapist_2_01,TEXT,,,,,作業療法士（常勤・非専従）,356,.innerHTML
158,l_occupational_therapist_2_10,TEXT,,,,,作業療法士（非常勤・専従）,357,.innerHTML
159,l_occupational_therapist_2_11,TEXT,,,,,作業療法士（非常勤・非専従）,358,.innerHTML
160,l_slh_therapist_2_00,TEXT,,,,,言語聴覚士（常勤・専従）,359,.innerHTML
161,l_slh_therapist_2_01,TEXT,,,,,言語聴覚士（常勤・非専従）,360,.innerHTML
162,l_slh_therapist_2_10,TEXT,,,,,言語聴覚士（非常勤・専従）,361,.innerHTML
163,l_slh_therapist_2_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,362,.innerHTML
164,l_nurse_or_semi_2_00,TEXT,,,,,看護師及び准看護師（常勤・専従）,363,.innerHTML
165,l_nurse_or_semi_2_01,TEXT,,,,,看護師及び准看護師（常勤・非専従）,364,.innerHTML
166,l_nurse_or_semi_2_10,TEXT,,,,,看護師及び准看護師（非常勤・専従）,365,.innerHTML
167,l_nurse_or_semi_2_11,TEXT,,,,,看護師及び准看護師（非常勤・非専従）,366,.innerHTML
168,l_bonesetter_2_00,TEXT,,,,,柔道整復師（常勤・専従）,367,.innerHTML
169,l_bonesetter_2_01,TEXT,,,,,柔道整復師（常勤・非専従）,368,.innerHTML
170,l_bonesetter_2_10,TEXT,,,,,柔道整復師（非常勤・専従）,369,.innerHTML
171,l_bonesetter_2_11,TEXT,,,,,柔道整復師（非常勤・非専従）,370,.innerHTML
172,l_masseur_2_00,TEXT,,,,,あん摩マッサージ指圧師（常勤・専従）,371,.innerHTML
173,l_masseur_2_01,TEXT,,,,,あん摩マッサージ指圧師（常勤・非専従）,372,.innerHTML
174,l_masseur_2_10,TEXT,,,,,あん摩マッサージ指圧師（非常勤・専従）,373,.innerHTML
175,l_masseur_2_11,TEXT,,,,,あん摩マッサージ指圧師（非常勤・非専従）,374,.innerHTML
176,private_function_traning,TEXT,,,,,個別機能訓練加算,452,".attr(""alt"")"
177,medical_institution_link,TEXT,,,,,医療機関連携加算,453,".attr(""alt"")"
178,night_nursing,TEXT,,,,,夜間看護体制加算,454,".attr(""alt"")"
179,caregiving,TEXT,,,,,看取り介護加算,455,".attr(""alt"")"
180,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,456,".attr(""alt"")"
181,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,457,".attr(""alt"")"
182,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,458,".attr(""alt"")"
183,shortuse_local_specified,TEXT,,,,,短期利用地域密着型特定施設入居者生活介護の提供,459,".attr(""alt"")"
184,personal_distribution,TEXT,,,,,人員配置が手厚い介護サービスの実施,460,".attr(""alt"")"
185,payment_method,TEXT,,,,,支払い方式,697,.innerHTML
186,enter_lump_sum,TEXT,,,,,入居一時金（1人入居の場合）,754,.innerHTML
187,Initial_repayment_rate,TEXT,,,,,初期償却率,720,.innerHTML
188,rent,TEXT,,,,,家賃,787,.innerHTML
189,control_cost,TEXT,,,,,管理費,771,.innerHTML
190,meal_day_price,TEXT,,,,,食費,774,.innerHTML
191,light_fuel_price,TEXT,,,,,光熱水費,777,.innerHTML
192,prc_date,TIMESTAMP,,,,,,,
