table_name,,title,,,,,,,
home_nurse,,訪問看護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
73,otherwork_2_11,TEXT,,,,,その他の従業者（非常勤・非専従）,270,.innerHTML
74,health_nurse_300,TEXT,,,,,保健師（常勤・専従）,272,.innerHTML
75,health_nurse_301,TEXT,,,,,保健師（常勤・非専従）,273,.innerHTML
76,health_nurse_310,TEXT,,,,,保健師（非常勤・専従）,274,.innerHTML
77,health_nurse_311,TEXT,,,,,保健師（非常勤・非専従）,275,.innerHTML
78,nurse_3_00,TEXT,,,,,看護師（常勤・専従）,277,.innerHTML
79,nurse_3_01,TEXT,,,,,看護師（常勤・非専従）,278,.innerHTML
80,nurse_3_10,TEXT,,,,,看護師（非常勤・専従）,279,.innerHTML
81,nurse_3_11,TEXT,,,,,看護師（非常勤・非専従）,280,.innerHTML
82,semi_nurse_3_00,TEXT,,,,,准看護師（常勤・専従）,282,.innerHTML
83,semi_nurse_3_01,TEXT,,,,,准看護師（常勤・非専従）,283,.innerHTML
84,semi_nurse_3_10,TEXT,,,,,准看護師（非常勤・専従）,284,.innerHTML
85,semi_nurse_3_11,TEXT,,,,,准看護師（非常勤・非専従）,285,.innerHTML
86,clerk_3_00,TEXT,,,,,事務員（常勤・専従）,287,.innerHTML
87,clerk_3_01,TEXT,,,,,事務員（常勤・非専従）,288,.innerHTML
88,clerk_3_10,TEXT,,,,,事務員（非常勤・専従）,289,.innerHTML
89,clerk_3_11,TEXT,,,,,事務員（非常勤・非専従）,290,.innerHTML
90,otherwork_3_00,TEXT,,,,,その他の従業者（常勤・専従）,292,.innerHTML
91,otherwork_3_01,TEXT,,,,,その他の従業者（常勤・非専従）,293,.innerHTML
92,otherwork_3_10,TEXT,,,,,その他の従業者（非常勤・専従）,294,.innerHTML
93,otherwork_3_11,TEXT,,,,,その他の従業者（非常勤・非専従）,295,.innerHTML
94,office_time_week,TEXT,,,,,営業時間（平日）,332,.innerHTML
95,office_time_sat,TEXT,,,,,営業時間（土曜）,333,.innerHTML
96,office_time_sun,TEXT,,,,,営業時間（日曜）,334,.innerHTML
97,office_time_hol,TEXT,,,,,営業時間（祝日）,335,.innerHTML
98,office_time_reghol,TEXT,,,,,営業時間（定休日）,336,.innerHTML
99,office_time_memo,TEXT,,,,,営業時間（留意事項）,337,.innerHTML
100,service_time_week,TEXT,,,,,サービス利用時間（平日）,340,.innerHTML
101,service_time_sat,TEXT,,,,,サービス利用時間（土曜）,341,.innerHTML
102,service_time_sun,TEXT,,,,,サービス利用時間（日曜）,342,.innerHTML
103,service_time_hol,TEXT,,,,,サービス利用時間（祝日）,343,.innerHTML
104,service_time_memo,TEXT,,,,,サービス利用時間（留意事項）,344,.innerHTML
105,service_area,TEXT,,,,,事業所が通常時に介護サービスを提供する地域,345,.innerHTML
106,emergency_homenurse_jisshi,TEXT,,,,,緊急時訪問看護の実施,346,".attr(""alt"")"
107,special_kanri_1,TEXT,,,,,特別管理加算（Ⅰ）,347,".attr(""alt"")"
108,special_kanri_2,TEXT,,,,,特別管理加算（Ⅱ）,348,".attr(""alt"")"
109,sub_home_terminal_care,TEXT,,,,,在宅での看取り（ターミナルケア）の対応（予防を除く））,349,".attr(""alt"")"
110,service_supply,TEXT,,,,,サービス提供体制強化加算,350,".attr(""alt"")"
111,taiinjikyoudousidou,TEXT,,,,,退院時共同指導加算,351,".attr(""alt"")"
112,sub_kanngokaigorenkkei,TEXT,,,,,看護・介護職員連携強化加算（予防を除く）,352,".attr(""alt"")"
113,sub_route_renkei,TEXT,,,,,定期巡回・随時対応型訪問介護看護事業所との連携（予防を除く）,353,".attr(""alt"")"
114,tube_feeding,TEXT,,,,,経管栄養法（胃ろうを含む）,354,".attr(""alt"")"
115,ivh,TEXT,,,,,在宅中心静脈栄養法（ＩＶＨ）,355,".attr(""alt"")"
116,iv_drip,TEXT,,,,,点滴・静脈注射,356,".attr(""alt"")"
117,bladder_catheterization,TEXT,,,,,膀胱留置カテーテル,357,".attr(""alt"")"
118,nephrostomy,TEXT,,,,,腎ろう・膀胱ろう,358,".attr(""alt"")"
119,hot,TEXT,,,,,在宅酸素療法（ＨＯＴ）,359,".attr(""alt"")"
120,respirator,TEXT,,,,,人工呼吸療法（レスピレーター、ベンチレーター）,360,".attr(""alt"")"
121,capd,TEXT,,,,,在宅自己腹膜灌流（ＣＡＰＤ）,361,".attr(""alt"")"
122,artificial_anus,TEXT,,,,,人工肛門（ストマ）,362,".attr(""alt"")"
123,artificial_bladder,TEXT,,,,,人工膀胱,363,".attr(""alt"")"
124,tracheal_cannula,TEXT,,,,,気管カニューレ,364,".attr(""alt"")"
125,absorb,TEXT,,,,,吸引,365,".attr(""alt"")"
126,drug_pain_control,TEXT,,,,,麻薬を用いた疼痛管理,366,".attr(""alt"")"
127,medical_other,TEXT,,,,,その他,368,".attr(""alt"")"
128,area_outside_price,TEXT,,,,,利用者の選定により、通常の事業の実施地域以外で当該介護サービスを行う場合、それに要する交通費の額及びその算定方法,416,.innerHTML
129,cancel_price,TEXT,,,,,利用者の都合により介護サービスを提供できなかった場合に係る費用（キャンセル料）の徴収状況（その額、その算定方法）,418,.innerHTML
130,prc_date,TIMESTAMP,,,,,,,
