table_name,,title,,,,,,,
short_nursing_health,,短期入所療養介護　介護老人保健施設,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
78,l_practical_training_01,TEXT,,,,,実務者研修（常勤・非専従）,271,.innerHTML
79,l_practical_training_10,TEXT,,,,,実務者研修（非常勤・専従）,272,.innerHTML
80,l_practical_training_11,TEXT,,,,,実務者研修（非常勤・非専従）,273,.innerHTML
81,l_care_basis_00,TEXT,,,,,介護職員基礎研修（常勤・専従）,274,.innerHTML
82,l_care_basis_01,TEXT,,,,,介護職員基礎研修（常勤・非専従）,275,.innerHTML
83,l_care_basis_10,TEXT,,,,,介護職員基礎研修（非常勤・専従）,276,.innerHTML
84,l_care_basis_11,TEXT,,,,,介護職員基礎研修（非常勤・非専従）,277,.innerHTML
85,l_home_helper1_00,TEXT,,,,,訪問介護員　１級（常勤・専従）,278,.innerHTML
86,l_home_helper1_01,TEXT,,,,,訪問介護員　１級（常勤・非専従）,279,.innerHTML
87,l_home_helper1_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,280,.innerHTML
88,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,281,.innerHTML
89,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,282,.innerHTML
90,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,283,.innerHTML
91,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,284,.innerHTML
92,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,285,.innerHTML
93,l_caremanager_00,TEXT,,,,,介護支援専門員（常勤・専従）,286,.innerHTML
94,l_caremanager_01,TEXT,,,,,介護支援専門員（常勤・非専従）,287,.innerHTML
95,l_caremanager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,288,.innerHTML
96,l_caremanager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,289,.innerHTML
97,night_duty_assignment,,,,,,夜勤職員配置加算,452,".attr(""alt"")"
98,rehabilitation_kyouka,,,,,,リハビリテーション機能強化加算,453,".attr(""alt"")"
99,private_rehabilitation,,,,,,個別リハビリテーション実施加算,454,".attr(""alt"")"
100,sub_dementia_care,,,,,,認知症ケア加算（予防を除く）,455,".attr(""alt"")"
101,dementia_immediate_action,,,,,,認知症行動・心理症状緊急対応加算,456,".attr(""alt"")"
102,emergency_short_recieve,,,,,,緊急短期入所受入加算,457,".attr(""alt"")"
103,juvenile_dementia_user,,,,,,若年性認知症利用者受入加算,458,".attr(""alt"")"
104,heavy_nursing,,,,,,重度療養管理加算,459,".attr(""alt"")"
105,pickup,,,,,,送迎実施,460,".attr(""alt"")"
106,special_nursing_keep,,,,,,療養体制維持特別加算,461,".attr(""alt"")"
107,medical_meal,,,,,,療養食加算,462,".attr(""alt"")"
108,emergency_nursing,,,,,,緊急時治療管理加算,463,".attr(""alt"")"
109,specific_nursing,,,,,,特定治療の実施,464,".attr(""alt"")"
110,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,435,".attr(""alt"")"
111,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,436,".attr(""alt"")"
112,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,437,".attr(""alt"")"
113,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,438,".attr(""alt"")"
114,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,439,".attr(""alt"")"
115,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,440,".attr(""alt"")"
116,office_form,,,,,,事業所の形態,500,.innerHTML
117,unit_private_room,TEXT,,,,,ユニット型個室,501,".attr(""alt"")"
118,unit_semi_private_room,TEXT,,,,,ユニット型準個室,502,".attr(""alt"")"
119,existing_room,TEXT,,,,,従来型個室,503,".attr(""alt"")"
120,multi_bed_room,TEXT,,,,,多床室,504,".attr(""alt"")"
121,meal_price,TEXT,,,,,食事の提供に要する費用の額及びその算定方法,551,.innerHTML
122,stay_price,TEXT,,,,,滞在に要する費用の額及びその算定方法,552,.innerHTML
123,special_nursing_price,,,,,,利用者が選定する特別な療養室の提供を行ったことに伴い必要となる費用の額及びその算定方法,553,.innerHTML
124,special_meal_price,TEXT,,,,,利用者が選定する特別な食事の提供を行ったことに伴い必要となる費用の額及びその算定方法,554,.innerHTML
125,hairdressing_price,TEXT,,,,,理美容代及びその算定方法,555,.innerHTML
126,daily_life_price,TEXT,,,,,当該介護サービスにおいて提供される便宜のうち、日常生活においても通常必要となるものに係る費用（日常生活費）の額及びその算定方法,556,.innerHTML
127,prc_date,TIMESTAMP,,,,,,,
