table_name,,title,,,,,,,
dementia_communal_lifecare,,認知症対応型共同生活介護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
72,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,293,".attr(""alt"")"
73,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,294,".attr(""alt"")"
74,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,295,".attr(""alt"")"
75,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,296,".attr(""alt"")"
76,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,297,".attr(""alt"")"
77,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,298,".attr(""alt"")"
78,shortuse_communal_lifecare,TEXT,,,,,短期利用共同生活介護の提供,299,".attr(""alt"")"
79,share_dementia_daycare,TEXT,,,,,共用型指定認知症対応型通所介護の提供,300,".attr(""alt"")"
80,movein_capacity,TEXT,,,,,入居定員,316,.innerHTML
81,rent,TEXT,,,,,家賃（月額）,449,.innerHTML
82,deposit,TEXT,,,,,敷金,451,.innerHTML
83,security_money,TEXT,,,,,保証金（入居時一時金）,453,.innerHTML
84,morning_price,TEXT,,,,,朝食,457,.innerHTML
85,lunch_price,TEXT,,,,,昼食,458,.innerHTML
86,dinner_price,TEXT,,,,,夕食,459,.innerHTML
87,snack_price,TEXT,,,,,おやつ,460,.innerHTML
88,meal_day_price,TEXT,,,,,食費(1日分),461,.innerHTML
89,hairdressing_price_2,TEXT,,,,,理美容代,463,.innerHTML
90,hairdressing_biko_2,TEXT,,,,,理美容代算定方法,464,.innerHTML
91,diaper_price,TEXT,,,,,おむつ代,466,.innerHTML
92,diaper_biko,TEXT,,,,,おむつ代算定方法,467,.innerHTML
93,3_otherwork_price_name,TEXT,,,,,３名称,468,.innerHTML
94,3_otherwork_price,TEXT,,,,,３その額,470,.innerHTML
95,3_otherwork_biko,TEXT,,,,,３算定方法,471,.innerHTML
96,4_otherwork_price_name,TEXT,,,,,４名称,472,.innerHTML
97,4_otherwork_price,TEXT,,,,,４その額,474,.innerHTML
98,4_otherwork_biko,TEXT,,,,,４算定方法,475,.innerHTML
99,5_otherwork_price_name,TEXT,,,,,５名称,476,.innerHTML
100,5_otherwork_price,TEXT,,,,,５その額,478,.innerHTML
101,5_otherwork_biko,TEXT,,,,,５算定方法,479,.innerHTML
102,prc_date,TIMESTAMP,,,,,,,
