table_name,,title,,,,,,,
welfare_tool_rental,,福祉用具貸与,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
71,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,253,.innerHTML
72,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,254,.innerHTML
73,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,255,.innerHTML
74,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,256,.innerHTML
75,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,257,.innerHTML
76,welfare_tool_class_00,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（常勤・専従）,258,.innerHTML
77,welfare_tool_class_01,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（常勤・非専従）,259,.innerHTML
78,welfare_tool_class_10,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（非常勤・専従）,260,.innerHTML
79,welfare_tool_class_11,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（非常勤・非専従）,261,.innerHTML
80,office_time_week,TEXT,,,,,営業時間（平日）,282,.innerHTML
81,office_time_sat,TEXT,,,,,営業時間（土曜）,283,.innerHTML
82,office_time_sun,TEXT,,,,,営業時間（日曜）,284,.innerHTML
83,office_time_hol,TEXT,,,,,営業時間（祝日）,285,.innerHTML
84,office_time_reghol,TEXT,,,,,営業時間（定休日）,286,.innerHTML
85,office_time_memo,TEXT,,,,,営業時間（留意事項）,287,.innerHTML
86,service_area,TEXT,,,,,事業所が通常時に介護サービスを提供する地域,288,.innerHTML
87,wheelchair,TEXT,,,,,車いすの有無,483,".attr(""alt"")"
88,wheelchair_price_from,TEXT,,,,,車いす最低額,484,.innerHTML
89,wheelchair_price_to,TEXT,,,,,車いす最高額,485,.innerHTML
90,special_bed,TEXT,,,,,特殊寝台,487,".attr(""alt"")"
91,special_bed_price_from,TEXT,,,,,特殊寝台最低額,488,.innerHTML
92,special_bed_price_to,TEXT,,,,,特殊寝台最高額,489,.innerHTML
93,bedsore_prevention,TEXT,,,,,床ずれ防止用具,491,".attr(""alt"")"
94,bedsore_prevention_price_from,TEXT,,,,,床ずれ防止用具最低額,492,.innerHTML
95,bedsore_prevention_price_to,TEXT,,,,,床ずれ防止用具最高額,493,.innerHTML
96,physique_converter,TEXT,,,,,体位変換器,495,".attr(""alt"")"
97,physique_converter_price_from,TEXT,,,,,体位変換器最低額,496,.innerHTML
98,physique_converter_price_to,TEXT,,,,,体位変換器最高額,497,.innerHTML
99,handrail,TEXT,,,,,手すり,499,".attr(""alt"")"
100,handrail_price_from,TEXT,,,,,手すり最低額,500,.innerHTML
101,handrail_price_to,TEXT,,,,,手すり最高額,501,.innerHTML
102,slope,TEXT,,,,,スロープ,503,".attr(""alt"")"
103,slope_price_from,TEXT,,,,,スロープ最低額,504,.innerHTML
104,slope_price_to,TEXT,,,,,スロープ最高額,505,.innerHTML
105,walker,TEXT,,,,,歩行器,507,".attr(""alt"")"
106,walker_price_from,TEXT,,,,,歩行器最低額,508,.innerHTML
107,walker_price_to,TEXT,,,,,歩行器最高額,509,.innerHTML
108,walk_stick,TEXT,,,,,歩行補助つえ,511,".attr(""alt"")"
109,walk_stick_price_from,TEXT,,,,,歩行補助つえ最低額,512,.innerHTML
110,walk_stick_price_to,TEXT,,,,,歩行補助つえ最高額,513,.innerHTML
111,dementia_loitering,TEXT,,,,,認知症老人徘徊感知機器,515,".attr(""alt"")"
112,dementia_loitering_price_from,TEXT,,,,,認知症老人徘徊感知機器最低額,516,.innerHTML
113,dementia_loitering_price_to,TEXT,,,,,認知症老人徘徊感知機器最高額,517,.innerHTML
114,lift,TEXT,,,,,移動用リフト,519,".attr(""alt"")"
115,lift_price_from,TEXT,,,,,移動用リフト最低額,520,.innerHTML
116,lift_price_to,TEXT,,,,,移動用リフト最高額,521,.innerHTML
117,automatic_excretion,TEXT,,,,,自動排泄処理装置,523,".attr(""alt"")"
118,automatic_excretion_price_from,TEXT,,,,,自動排泄処理装置最低額,524,.innerHTML
119,automatic_excretion_price_to,TEXT,,,,,自動排泄処理装置最高額,525,.innerHTML
120,area_outside_price,TEXT,,,,,利用者の選定により、通常の事業の実施地域以外で当該介護サービスを行う場合、それに要する交通費の額及びその算定方法,527,.innerHTML
121,welfare_tool_carry_price,TEXT,,,,,福祉用具の搬入に特別な措置が必要な場合、それに要する費用の額及びその算定方法,528,.innerHTML
122,cancel_price,TEXT,,,,,利用者の都合により介護サービスを提供できなかった場合に係る費用（キャンセル料）の徴収状況（その額、その算定方法）,530,.innerHTML
123,prc_date,TIMESTAMP,,,,,,,
