table_name,,title,,,,,,,
small_multi_home,,小規模多機能型居宅介護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
71,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,298,".attr(""alt"")"
72,morning_price,TEXT,,,,,朝食,434,.innerHTML
73,lunch_price,TEXT,,,,,昼食,435,.innerHTML
74,dinner_price,TEXT,,,,,夕食,436,.innerHTML
75,snack_price,TEXT,,,,,おやつ,437,.innerHTML
76,stay_price,TEXT,,,,,宿泊費,439,.innerHTML
77,1_otherwork_price_name,TEXT,,,,,１名称,440,.innerHTML
78,1_otherwork_price,TEXT,,,,,１その額,442,.innerHTML
79,1_otherwork_biko,TEXT,,,,,１算定方法,443,.innerHTML
80,2_otherwork_price_name,TEXT,,,,,２名称,444,.innerHTML
81,2_otherwork_price,TEXT,,,,,２その額,446,.innerHTML
82,2_otherwork_biko,TEXT,,,,,２算定方法,447,.innerHTML
83,3_otherwork_price_name,TEXT,,,,,３名称,448,.innerHTML
84,3_otherwork_price,TEXT,,,,,３その額,450,.innerHTML
85,3_otherwork_biko,TEXT,,,,,３算定方法,451,.innerHTML
86,4_otherwork_price_name,TEXT,,,,,４名称,452,.innerHTML
87,4_otherwork_price,TEXT,,,,,４その額,454,.innerHTML
88,4_otherwork_biko,TEXT,,,,,４算定方法,455,.innerHTML
89,5_otherwork_price_name,TEXT,,,,,５名称,456,.innerHTML
90,5_otherwork_price,TEXT,,,,,５その額,458,.innerHTML
91,5_otherwork_biko,TEXT,,,,,５算定方法,459,.innerHTML
92,prc_date,TIMESTAMP,,,,,,,
