table_name,,title,,,,,,,
short_life,,短期入所生活介護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
75,l_home_helper1_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,266,.innerHTML
76,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,267,.innerHTML
77,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,268,.innerHTML
78,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,269,.innerHTML
79,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,270,.innerHTML
80,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,271,.innerHTML
81,l_caremanager_00,TEXT,,,,,介護支援専門員（常勤・専従）,272,.innerHTML
82,l_caremanager_01,TEXT,,,,,介護支援専門員（常勤・非専従）,273,.innerHTML
83,l_caremanager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,274,.innerHTML
84,l_caremanager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,275,.innerHTML
85,l_physical_therapist_00,TEXT,,,,,理学療法士（常勤・専従）,276,.innerHTML
86,l_physical_therapist_01,TEXT,,,,,理学療法士（常勤・非専従）,277,.innerHTML
87,l_physical_therapist_10,TEXT,,,,,理学療法士（非常勤・専従）,278,.innerHTML
88,l_physical_therapist_11,TEXT,,,,,理学療法士（非常勤・非専従）,279,.innerHTML
89,l_occupational_therapist_00,TEXT,,,,,作業療法士（常勤・専従）,280,.innerHTML
90,l_occupational_therapist_01,TEXT,,,,,作業療法士（常勤・非専従）,281,.innerHTML
91,l_occupational_therapist_10,TEXT,,,,,作業療法士（非常勤・専従）,282,.innerHTML
92,l_occupational_therapist_11,TEXT,,,,,作業療法士（非常勤・非専従）,283,.innerHTML
93,l_slh_therapist_00,TEXT,,,,,言語聴覚士（常勤・専従）,284,.innerHTML
94,l_slh_therapist_01,TEXT,,,,,言語聴覚士（常勤・非専従）,285,.innerHTML
95,l_slh_therapist_10,TEXT,,,,,言語聴覚士（非常勤・専従）,286,.innerHTML
96,l_slh_therapist_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,287,.innerHTML
97,l_nurse_or_semi_00,TEXT,,,,,看護師及び准看護師（常勤・専従）,288,.innerHTML
98,l_nurse_or_semi_01,TEXT,,,,,看護師及び准看護師（常勤・非専従）,289,.innerHTML
99,l_nurse_or_semi_10,TEXT,,,,,看護師及び准看護師（非常勤・専従）,290,.innerHTML
100,l_nurse_or_semi_11,TEXT,,,,,看護師及び准看護師（非常勤・非専従）,291,.innerHTML
101,l_bonesetter_00,TEXT,,,,,柔道整復師（常勤・専従）,292,.innerHTML
102,l_bonesetter_01,TEXT,,,,,柔道整復師（常勤・非専従）,293,.innerHTML
103,l_bonesetter_10,TEXT,,,,,柔道整復師（非常勤・専従）,294,.innerHTML
104,l_bonesetter_11,TEXT,,,,,柔道整復師（非常勤・非専従）,295,.innerHTML
105,l_masseur_00,TEXT,,,,,あん摩マッサージ指圧師（常勤・専従）,296,.innerHTML
106,l_masseur_01,TEXT,,,,,あん摩マッサージ指圧師（常勤・非専従）,297,.innerHTML
107,l_masseur_10,TEXT,,,,,あん摩マッサージ指圧師（非常勤・専従）,298,.innerHTML
108,l_masseur_11,TEXT,,,,,あん摩マッサージ指圧師（非常勤・非専従）,299,.innerHTML
109,sub_functional_advisor_haiti,TEXT,,,,,専従の機能訓練指導員の配置（予防を除く）,423,".attr(""alt"")"
110,sub_functional_taisei,TEXT,,,,,機能訓練体制（予防のみ）,424,".attr(""alt"")"
111,sub_nursing_system_1,TEXT,,,,,看護体制加算（Ⅰ）（予防を除く）,425,".attr(""alt"")"
112,sub_nursing_system_2,TEXT,,,,,看護体制加算（Ⅱ）（予防を除く）,426,".attr(""alt"")"
113,sub_night_duty_assignment,TEXT,,,,,夜勤職員配置加算（予防を除く）,427,".attr(""alt"")"
114,dementia_immediate_action,TEXT,,,,,認知症行動・心理症状緊急対応加算,428,".attr(""alt"")"
115,juvenile_dementia_user,TEXT,,,,,若年性認知症利用者の受入,429,".attr(""alt"")"
116,sougei,TEXT,,,,,利用者の送迎の実施,430,".attr(""alt"")"
117,sub_emergency_short_system,TEXT,,,,,緊急短期入所体制確保加算（予防を除く）,431,".attr(""alt"")"
118,sub_emergency_short_recieve,TEXT,,,,,緊急短期入所受入加算（予防を除く）,432,".attr(""alt"")"
119,medical_meal,TEXT,,,,,療養食の実施,433,".attr(""alt"")"
120,sub_zaitaku_jyudo_ukeire,TEXT,,,,,在宅中重度者受入加算（予防を除く）,434,".attr(""alt"")"
121,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,435,".attr(""alt"")"
122,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,436,".attr(""alt"")"
123,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,437,".attr(""alt"")"
124,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,438,".attr(""alt"")"
125,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,439,".attr(""alt"")"
126,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,440,".attr(""alt"")"
127,unit_private_room,TEXT,,,,,ユニット型個室,485,".attr(""alt"")"
128,unit_semi_private_room,TEXT,,,,,ユニット型準個室,486,".attr(""alt"")"
129,existing_room,TEXT,,,,,従来型個室,487,".attr(""alt"")"
130,multi_bed_room,TEXT,,,,,多床室,488,".attr(""alt"")"
131,meal_price,TEXT,,,,,食事の提供に要する費用の額及びその算定方法,536,.innerHTML
132,stay_price,TEXT,,,,,滞在に要する費用の額及びその算定方法,537,.innerHTML
133,special_room_price,TEXT,,,,,利用者が選定する特別な居室の提供を行ったことに伴い必要となる費用の額及びその算定方法,538,.innerHTML
134,special_meal_price,TEXT,,,,,利用者が選定する特別な食事の提供を行ったことに伴い必要となる費用の額及びその算定方法,539,.innerHTML
135,hairdressing_price,TEXT,,,,,理美容代及びその算定方法,540,.innerHTML
136,daily_life_price,TEXT,,,,,当該介護サービスにおいて提供される便宜のうち、日常生活においても通常必要となるものに係る費用（日常生活費）の額及びその算定方法,541,.innerHTML
137,user_charge_cut,TEXT,,,,,社会福祉法人等による利用者負担軽減制度の実施の有無,542,".attr(""alt"")"
138,prc_date,TIMESTAMP,,,,,,,
