table_name,,title,,,,,,,
routine_home,,定期巡回・随時対応型訪問介護看護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
75,l_semi_nurse_10,TEXT,,,,,准看護師（非常勤・専従）,292,.innerHTML
76,l_semi_nurse_11,TEXT,,,,,准看護師（非常勤・非専従）,293,.innerHTML
77,l_care_worker_2_00,TEXT,,,,,介護福祉士（常勤・専従）,294,.innerHTML
78,l_care_worker_2_01,TEXT,,,,,介護福祉士（常勤・非専従）,295,.innerHTML
79,l_care_worker_2_10,TEXT,,,,,介護福祉士（非常勤・専従）,296,.innerHTML
80,l_care_worker_2_11,TEXT,,,,,介護福祉士（非常勤・非専従）,297,.innerHTML
81,l_doctor_00,TEXT,,,,,医師（常勤・専従）,298,.innerHTML
82,l_doctor_01,TEXT,,,,,医師（常勤・非専従）,299,.innerHTML
83,l_doctor_10,TEXT,,,,,医師（非常勤・専従）,300,.innerHTML
84,l_doctor_11,TEXT,,,,,医師（非常勤・非専従）,301,.innerHTML
85,l_health_nurse_00,TEXT,,,,,保健師（常勤・専従）,302,.innerHTML
86,l_health_nurse_01,TEXT,,,,,保健師（常勤・非専従）,303,.innerHTML
87,l_health_nurse_10,TEXT,,,,,保健師（非常勤・専従）,304,.innerHTML
88,l_health_nurse_11,TEXT,,,,,保健師（非常勤・非専従）,305,.innerHTML
89,l_social_worker_00,TEXT,,,,,社会福祉士（常勤・専従）,306,.innerHTML
90,l_social_worker_01,TEXT,,,,,社会福祉士（常勤・非専従）,307,.innerHTML
91,l_social_worker_10,TEXT,,,,,社会福祉士（非常勤・専従）,308,.innerHTML
92,l_social_worker_11,TEXT,,,,,社会福祉士（非常勤・非専従）,309,.innerHTML
93,l_care_manager_0,TEXT,,,,,介護支援専門員（常勤・専従）,310,.innerHTML
94,l_care_manager_1,TEXT,,,,,介護支援専門員（常勤・非専従）,311,.innerHTML
95,l_care_manager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,312,.innerHTML
96,l_care_manager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,313,.innerHTML
97,service_area,TEXT,,,,,事業所が通常時に介護サービスを提供する地域,376,".attr(""alt"")"
98,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,377,".attr(""alt"")"
99,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,378,".attr(""alt"")"
100,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,379,".attr(""alt"")"
101,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,380,".attr(""alt"")"
102,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,381,".attr(""alt"")"
103,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,382,".attr(""alt"")"
104,emergency_homenurse_jisshi,TEXT,,,,,緊急時訪問看護の実施,383,".attr(""alt"")"
105,special_kanri_1,TEXT,,,,,特別管理加算（Ⅰ）,384,".attr(""alt"")"
106,special_kanri_2,TEXT,,,,,特別管理加算（Ⅱ）,385,".attr(""alt"")"
107,home_terminal_care,TEXT,,,,,在宅での看取り（ターミナルケア）の対応,386,".attr(""alt"")"
108,taiinjikyoudousidou,TEXT,,,,,退院時共同指導加算,387,".attr(""alt"")"
109,tube_feeding,TEXT,,,,,経管栄養法（胃ろうを含む）,388,".attr(""alt"")"
110,ivh,TEXT,,,,,在宅中心静脈栄養法（ＩＶＨ）,389,".attr(""alt"")"
111,iv_drip,TEXT,,,,,点滴・静脈注射,390,".attr(""alt"")"
112,bladder_catheterization,TEXT,,,,,膀胱留置カテーテル,391,".attr(""alt"")"
113,nephrostomy,TEXT,,,,,腎ろう・膀胱ろう,392,".attr(""alt"")"
114,hot,TEXT,,,,,在宅酸素療法（ＨＯＴ）,393,".attr(""alt"")"
115,respirator,TEXT,,,,,人工呼吸療法（レスピレーター、ベンチレーター）,394,".attr(""alt"")"
116,capd,TEXT,,,,,在宅自己腹膜灌流（ＣＡＰＤ）,395,".attr(""alt"")"
117,artificial_anus,TEXT,,,,,人工肛門（ストマ）,396,".attr(""alt"")"
118,artificial_bladder,TEXT,,,,,人工膀胱,397,".attr(""alt"")"
119,tracheal_cannula,TEXT,,,,,気管カニューレ,398,".attr(""alt"")"
120,absorb,TEXT,,,,,吸引,399,".attr(""alt"")"
121,drug_pain_control,TEXT,,,,,麻薬を用いた疼痛管理,400,".attr(""alt"")"
122,medical_other,TEXT,,,,,その他,402,".attr(""alt"")"
123,area_outside_price,TEXT,,,,,利用者の選定により、通常の事業の実施地域以外で当該介護サービスを行う場合、それに要する交通費の額及びその算定方法,433,.innerHTML
124,operator_price,TEXT,,,,,オペレーターから利用者宅への連絡に必要な通話料の請求の有無及びその算定方法（その額、算定方法等）,435,.innerHTML
125,user_charge_cut,TEXT,,,,,社会福祉法人等による利用者負担軽減制度の実施の有無,436,".attr(""alt"")"
126,prc_date,TIMESTAMP,,,,,,,
