table_name,,title,,,,,,,
care_health_facility,,介護老人保健施設,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
76,l_practical_training_00,TEXT,,,,,実務者研修（常勤・専従）,268,.innerHTML
77,l_practical_training_01,TEXT,,,,,実務者研修（常勤・非専従）,269,.innerHTML
78,l_practical_training_10,TEXT,,,,,実務者研修（非常勤・専従）,270,.innerHTML
79,l_practical_training_11,TEXT,,,,,実務者研修（非常勤・非専従）,271,.innerHTML
80,l_care_basis_00,TEXT,,,,,介護職員基礎研修（常勤・専従）,272,.innerHTML
81,l_care_basis_01,TEXT,,,,,介護職員基礎研修（常勤・非専従）,273,.innerHTML
82,l_care_basis_10,TEXT,,,,,介護職員基礎研修（非常勤・専従）,274,.innerHTML
83,l_care_basis_11,TEXT,,,,,介護職員基礎研修（非常勤・非専従）,275,.innerHTML
84,l_home_helper1_00,TEXT,,,,,訪問介護員　１級（常勤・専従）,276,.innerHTML
85,l_home_helper1_01,TEXT,,,,,訪問介護員　１級（常勤・非専従）,277,.innerHTML
86,l_home_helper1_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,278,.innerHTML
87,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,279,.innerHTML
88,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,280,.innerHTML
89,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,281,.innerHTML
90,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,282,.innerHTML
91,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,283,.innerHTML
92,l_caremanager_00,TEXT,,,,,介護支援専門員（常勤・専従）,284,.innerHTML
93,l_caremanager_01,TEXT,,,,,介護支援専門員（常勤・非専従）,285,.innerHTML
94,l_caremanager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,286,.innerHTML
95,l_caremanager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,287,.innerHTML
96,night_duty_assignment,TEXT,,,,,夜勤職員配置加算,450,".attr(""alt"")"
97,short_intensive_rehabilitation,TEXT,,,,,短期集中リハビリテーション実施加算,451,".attr(""alt"")"
98,dementia_short_intensive_rehabilitation,TEXT,,,,,認知症短期集中リハビリテーション実施加算,452,".attr(""alt"")"
99,dementia_care,TEXT,,,,,認知症ケア加算,453,".attr(""alt"")"
100,juvenile_dementia_inmate,TEXT,,,,,若年性認知症入所者受入加算,454,".attr(""alt"")"
101,homereturn_homecare_suppprt,TEXT,,,,,在宅復帰・在宅療養支援機能加算,455,".attr(""alt"")"
102,caregiving,TEXT,,,,,看取り介護加算,456,".attr(""alt"")"
103,nursing_keep,TEXT,,,,,療養体制維持加算,457,".attr(""alt"")"
104,enter_reversion_visit_advice,TEXT,,,,,入所前後訪問指導加算,458,".attr(""alt"")"
105,before_leave_visit_advice,TEXT,,,,,退所前訪問指導加算,459,".attr(""alt"")"
106,after_leave_visit_advice,TEXT,,,,,退所後訪問指導加算,460,".attr(""alt"")"
107,leave_visit_advice,TEXT,,,,,退所時指導加算,461,".attr(""alt"")"
108,leave_info_supply,TEXT,,,,,退所時情報提供加算,462,".attr(""alt"")"
109,before_leave_link,TEXT,,,,,退所前連携加算,463,".attr(""alt"")"
110,senior_homenurse_cue,TEXT,,,,,老人訪問看護指示加算,464,".attr(""alt"")"
111,nutrition_management,TEXT,,,,,栄養マネジメント加算,465,".attr(""alt"")"
112,oral_change,TEXT,,,,,経口移行加算,466,".attr(""alt"")"
113,oral_keep,TEXT,,,,,経口維持加算,467,".attr(""alt"")"
114,oral_cavity_function_taisei,TEXT,,,,,口腔機能維持管理体制加算,468,".attr(""alt"")"
115,oral_cavity_function,TEXT,,,,,口腔機能維持管理加算,469,".attr(""alt"")"
116,medical_meal,TEXT,,,,,療養食加算,470,".attr(""alt"")"
117,homereturn_support,TEXT,,,,,在宅復帰支援機能加算,471,".attr(""alt"")"
118,emergency_medical_facility,TEXT,,,,,緊急時施設療養費,472,".attr(""alt"")"
119,predetermined_disease,TEXT,,,,,所定疾患施設療養費,473,".attr(""alt"")"
120,dementia_specialty_care_1,TEXT,,,,,認知症専門ケア加算（Ⅰ）,474,".attr(""alt"")"
121,dementia_specialty_care_2,TEXT,,,,,認知症専門ケア加算（Ⅱ）,475,".attr(""alt"")"
122,dementia_immediate_action,TEXT,,,,,認知症行動・心理症状緊急対応加算,476,".attr(""alt"")"
123,dementia_info_supply,TEXT,,,,,認知症情報提供加算,477,".attr(""alt"")"
124,localcooperation_treatmentplan,TEXT,,,,,地域連携診療計画情報提供加算,478,".attr(""alt"")"
125,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,479,".attr(""alt"")"
126,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,480,".attr(""alt"")"
127,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,481,".attr(""alt"")"
128,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,482,".attr(""alt"")"
129,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,483,".attr(""alt"")"
130,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,484,".attr(""alt"")"
131,entrance_capacity,TEXT,,,,,入所定員,494,.innerHTML
132,care_health_facility,TEXT,,,,,介護老人保健施設,544,".attr(""alt"")"
133,satellite_office,TEXT,,,,,サテライト事業所        ,545,".attr(""alt"")"
134,satellite_small_carehealth,TEXT,,,,,サテライト型小規模介護老人保健施設(利用定員29以下),547,".attr(""alt"")"
135,medical_small_carehealth,TEXT,,,,,医療機関併設型小規模介護老人保健施設(利用定員29人以下),548,".attr(""alt"")"
136,unit_private_room,TEXT,,,,,ユニット型個室,549,".attr(""alt"")"
137,unit_semi_private_room,TEXT,,,,,ユニット型準個室,550,".attr(""alt"")"
138,existing_room,TEXT,,,,,従来型個室,551,".attr(""alt"")"
139,multi_bed_room,TEXT,,,,,多床室,552,".attr(""alt"")"
140,meal_price,TEXT,,,,,食事の提供に要する費用の額及びその算定方法,599,.innerHTML
141,live_price,TEXT,,,,,居住に要する費用の額及びその算定方法,600,.innerHTML
142,special_room_price,TEXT,,,,,利用者が選定する特別な居室の提供を行ったことに伴い必要となる費用の額及びその算定方法,601,.innerHTML
143,special_meal_price,TEXT,,,,,利用者が選定する特別な食事の提供を行ったことに伴い必要となる費用の額及びその算定方法,602,.innerHTML
144,hairdressing_price,TEXT,,,,,理美容代及びその算定方法,603,.innerHTML
145,daily_life_price,TEXT,,,,,当該介護サービスにおいて提供される便宜のうち、日常生活においても通常必要となるものに係る費用（日常生活費）の額及びその算定方法,604,.innerHTML
146,prc_date,TIMESTAMP,,,,,,,
