table_name,,title,,,,,,,
care_medical_facility,,介護療養型医療施設,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
49,cook_1_00,TEXT,,,,,調理員（常勤・専従）,322,.innerHTML
50,cook_1_01,TEXT,,,,,調理員（常勤・非専従）,323,.innerHTML
51,cook_1_10,TEXT,,,,,調理員（非常勤・専従）,324,.innerHTML
52,cook_1_11,TEXT,,,,,調理員（非常勤・非専従）,325,.innerHTML
53,clerk_1_00,TEXT,,,,,事務員（常勤・専従）,327,.innerHTML
54,clerk_1_01,TEXT,,,,,事務員（常勤・非専従）,328,.innerHTML
55,clerk_1_10,TEXT,,,,,事務員（非常勤・専従）,329,.innerHTML
56,clerk_1_11,TEXT,,,,,事務員（非常勤・非専従）,330,.innerHTML
57,otherwork_1_00,TEXT,,,,,その他の従業者（常勤・専従）,332,.innerHTML
58,otherwork_1_01,TEXT,,,,,その他の従業者（常勤・非専従）,333,.innerHTML
59,otherwork_1_10,TEXT,,,,,その他の従業者（非常勤・専従）,334,.innerHTML
60,otherwork_1_11,TEXT,,,,,その他の従業者（非常勤・非専従）,335,.innerHTML
,doctor_2_00,TEXT,,,,,医師（常勤・専従）,337,.innerHTML
,doctor_2_01,TEXT,,,,,医師（常勤・非専従）,338,.innerHTML
,doctor_2_10,TEXT,,,,,医師（非常勤・専従）,339,.innerHTML
,doctor_2_11,TEXT,,,,,医師（非常勤・非専従）,340,.innerHTML
,dentist_2_00,TEXT,,,,,歯科医師（常勤・専従）,342,.innerHTML
,dentist_2_01,TEXT,,,,,歯科医師（常勤・非専従）,343,.innerHTML
,dentist_2_10,TEXT,,,,,歯科医師（非常勤・専従）,344,.innerHTML
,dentist_2_11,TEXT,,,,,歯科医師（非常勤・非専従）,345,.innerHTML
,pharmacist_2_00,TEXT,,,,,薬剤師（常勤・専従）,347,.innerHTML
,pharmacist_2_01,TEXT,,,,,薬剤師（常勤・非専従）,348,.innerHTML
,pharmacist_2_10,TEXT,,,,,薬剤師（非常勤・専従）,349,.innerHTML
,pharmacist_2_11,TEXT,,,,,薬剤師（非常勤・非専従）,350,.innerHTML
,nursing_staff_2_00,TEXT,,,,,看護職員（常勤・専従）,352,.innerHTML
,nursing_staff_2_01,TEXT,,,,,看護職員（常勤・非専従）,353,.innerHTML
,nursing_staff_2_10,TEXT,,,,,看護職員（非常勤・専従）,354,.innerHTML
,nursing_staff_2_11,TEXT,,,,,看護職員（非常勤・非専従）,355,.innerHTML
,carer_2_00,TEXT,,,,,介護職員（常勤・専従）,357,.innerHTML
,carer_2_01,TEXT,,,,,介護職員（常勤・非専従）,358,.innerHTML
,carer_2_10,TEXT,,,,,介護職員（非常勤・専従）,359,.innerHTML
,carer_2_11,TEXT,,,,,介護職員（非常勤・非専従）,360,.innerHTML
,physical_therapist_2_00,TEXT,,,,,理学療法士（常勤・専従）,362,.innerHTML
,physical_therapist_2_01,TEXT,,,,,理学療法士（常勤・非専従）,363,.innerHTML
,physical_therapist_2_10,TEXT,,,,,理学療法士（非常勤・専従）,364,.innerHTML
,physical_therapist_2_11,TEXT,,,,,理学療法士（非常勤・非専従）,365,.innerHTML
,occupational_therapist_2_00,TEXT,,,,,作業療法士（常勤・専従）,367,.innerHTML
,occupational_therapist_2_01,TEXT,,,,,作業療法士（常勤・非専従）,368,.innerHTML
,occupational_therapist_2_10,TEXT,,,,,作業療法士（非常勤・専従）,369,.innerHTML
,occupational_therapist_2_11,TEXT,,,,,作業療法士（非常勤・非専従）,370,.innerHTML
,slh_therapist_2_00,TEXT,,,,,言語聴覚士（常勤・専従）,372,.innerHTML
,slh_therapist_2_01,TEXT,,,,,言語聴覚士（常勤・非専従）,373,.innerHTML
,slh_therapist_2_10,TEXT,,,,,言語聴覚士（非常勤・専従）,374,.innerHTML
,slh_therapist_2_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,375,.innerHTML
,dietitian_2_00,TEXT,,,,,管理栄養士（常勤・専従）,377,.innerHTML
,dietitian_2_01,TEXT,,,,,管理栄養士（常勤・非専従）,378,.innerHTML
,dietitian_2_10,TEXT,,,,,管理栄養士（非常勤・専従）,379,.innerHTML
,dietitian_2_11,TEXT,,,,,管理栄養士（非常勤・非専従）,380,.innerHTML
,dietician_2_00,TEXT,,,,,栄養士（常勤・専従）,382,.innerHTML
,dietician_2_01,TEXT,,,,,栄養士（常勤・非専従）,383,.innerHTML
,dietician_2_10,TEXT,,,,,栄養士（非常勤・専従）,384,.innerHTML
,dietician_2_11,TEXT,,,,,栄養士（非常勤・非専従）,385,.innerHTML
,clinical_technologist_2_00,TEXT,,,,,臨床検査技師（常勤・専従）,387,.innerHTML
,clinical_technologist_2_01,TEXT,,,,,臨床検査技師（常勤・非専従）,388,.innerHTML
,clinical_technologist_2_10,TEXT,,,,,臨床検査技師（非常勤・専従）,389,.innerHTML
,clinical_technologist_2_11,TEXT,,,,,臨床検査技師（非常勤・非専従）,390,.innerHTML
,radiological_technologist_2_00,TEXT,,,,,診療放射線技師（常勤・専従）,392,.innerHTML
,radiological_technologist_2_01,TEXT,,,,,診療放射線技師（常勤・非専従）,393,.innerHTML
,radiological_technologist_2_10,TEXT,,,,,診療放射線技師（非常勤・専従）,394,.innerHTML
,radiological_technologist_2_11,TEXT,,,,,診療放射線技師（非常勤・非専従）,395,.innerHTML
,care_manager_2_00,TEXT,,,,,介護支援専門員（常勤・専従）,397,.innerHTML
,care_manager_2_01,TEXT,,,,,介護支援専門員（常勤・非専従）,398,.innerHTML
,care_manager_2_10,TEXT,,,,,介護支援専門員（非常勤・専従）,399,.innerHTML
,care_manager_2_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,400,.innerHTML
,medical_social_worker_2_00,TEXT,,,,,医療ソーシャルワーカー（常勤・専従）,402,.innerHTML
,medical_social_worker_2_01,TEXT,,,,,医療ソーシャルワーカー（常勤・非専従）,403,.innerHTML
,medical_social_worker_2_10,TEXT,,,,,医療ソーシャルワーカー（非常勤・専従）,404,.innerHTML
,medical_social_worker_2_11,TEXT,,,,,医療ソーシャルワーカー（非常勤・非専従）,405,.innerHTML
,cook_2_00,TEXT,,,,,調理員（常勤・専従）,407,.innerHTML
,cook_2_01,TEXT,,,,,調理員（常勤・非専従）,408,.innerHTML
,cook_2_10,TEXT,,,,,調理員（非常勤・専従）,409,.innerHTML
,cook_2_11,TEXT,,,,,調理員（非常勤・非専従）,410,.innerHTML
,clerk_2_00,TEXT,,,,,事務員（常勤・専従）,412,.innerHTML
,clerk_2_01,TEXT,,,,,事務員（常勤・非専従）,413,.innerHTML
,clerk_2_10,TEXT,,,,,事務員（非常勤・専従）,414,.innerHTML
,clerk_2_11,TEXT,,,,,事務員（非常勤・非専従）,415,.innerHTML
,otherwork_2_00,TEXT,,,,,その他の従業者（常勤・専従）,417,.innerHTML
,otherwork_2_01,TEXT,,,,,その他の従業者（常勤・非専従）,418,.innerHTML
,otherwork_2_10,TEXT,,,,,その他の従業者（非常勤・専従）,419,.innerHTML
,otherwork_2_11,TEXT,,,,,その他の従業者（非常勤・非専従）,420,.innerHTML
,l_care_worker_00,TEXT,,,,,介護福祉士（常勤・専従）,423,.innerHTML
,l_care_worker_01,TEXT,,,,,介護福祉士（常勤・非専従）,424,.innerHTML
,l_care_worker_10,TEXT,,,,,介護福祉士（非常勤・専従）,425,.innerHTML
,l_care_worker_11,TEXT,,,,,介護福祉士（非常勤・非専従）,426,.innerHTML
,l_practical_training_00,TEXT,,,,,実務者研修（常勤・専従）,427,.innerHTML
,l_practical_training_01,TEXT,,,,,実務者研修（常勤・非専従）,428,.innerHTML
,l_practical_training_10,TEXT,,,,,実務者研修（非常勤・専従）,429,.innerHTML
,l_practical_training_11,TEXT,,,,,実務者研修（非常勤・非専従）,430,.innerHTML
,l_care_basis_00,TEXT,,,,,介護職員基礎研修（常勤・専従）,431,.innerHTML
,l_care_basis_01,TEXT,,,,,介護職員基礎研修（常勤・非専従）,432,.innerHTML
,l_care_basis_10,TEXT,,,,,介護職員基礎研修（非常勤・専従）,433,.innerHTML
,l_care_basis_11,TEXT,,,,,介護職員基礎研修（非常勤・非専従）,434,.innerHTML
,l_home_helper1_00,TEXT,,,,,訪問介護員　１級（常勤・専従）,435,.innerHTML
,l_home_helper1_01,TEXT,,,,,訪問介護員　１級（常勤・非専従）,436,.innerHTML
,l_home_helper1_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,437,.innerHTML
,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,438,.innerHTML
,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,439,.innerHTML
,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,440,.innerHTML
,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,441,.innerHTML
,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,442,.innerHTML
,l_caremanager_00,TEXT,,,,,介護支援専門員（常勤・専従）,443,.innerHTML
,l_caremanager_01,TEXT,,,,,介護支援専門員（常勤・非専従）,444,.innerHTML
,l_caremanager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,445,.innerHTML
,l_caremanager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,446,.innerHTML
,night_nursing_1,TEXT,,,,,夜間勤務等看護加算(Ⅰ)　(看護職員が１５：１以上),498,".attr(""alt"")"
,night_nursing_2,TEXT,,,,,夜間勤務等看護加算(Ⅱ)　(看護職員が２０：１以上),499,".attr(""alt"")"
,night_nursing_3,TEXT,,,,,夜間勤務等看護加算(Ⅲ)　(看護職員＋介護職員が１５：１以上),500,".attr(""alt"")"
,night_nursing_4,TEXT,,,,,夜間勤務等看護加算(Ⅳ)　(看護職員＋介護職員が２０：１以上),501,".attr(""alt"")"
,nothing_add,TEXT,,,,,加算なし(看護職員＋介護職員が３０：１以上),502,".attr(""alt"")"
,care_ward_clinic,TEXT,,,,,療養病床を有する診療所,503,".attr(""alt"")"
,dementia_medical,TEXT,,,,,老人性認知症疾患療養病棟を有する病院,504,".attr(""alt"")"
,juvenile_dementia_patient,TEXT,,,,,若年性認知症患者受入加算,505,".attr(""alt"")"
,stay_over,TEXT,,,,,外泊の実施,506,".attr(""alt"")"
,trial_discharge_service,TEXT,,,,,試行的退院サービスの実施,507,".attr(""alt"")"
,otherwork_course_check,TEXT,,,,,他科受診の実施,508,".attr(""alt"")"
,before_discharge_visit_advice,TEXT,,,,,退院前訪問指導の実施,509,".attr(""alt"")"
,after_discharge_visit_advice,TEXT,,,,,退院後訪問指導の実施,510,".attr(""alt"")"
,discharge_advice,TEXT,,,,,退院時指導の実施,511,".attr(""alt"")"
,discharge_info_supply,TEXT,,,,,退院時情報提供の実施,512,".attr(""alt"")"
,before_discharge_link,TEXT,,,,,退院前連携の実施,513,".attr(""alt"")"
,senior_homenurse_cue,TEXT,,,,,老人訪問看護指示加算,514,".attr(""alt"")"
,nutrition_management,TEXT,,,,,栄養マネジメント加算,515,".attr(""alt"")"
,oral_change,TEXT,,,,,経口移行加算,516,".attr(""alt"")"
,oral_keep,TEXT,,,,,経口維持加算,517,".attr(""alt"")"
,oral_cavity_function_taisei,TEXT,,,,,口腔機能維持管理体制加算,518,".attr(""alt"")"
,oral_cavity_function,TEXT,,,,,口腔機能維持管理加算,519,".attr(""alt"")"
,medical_meal,TEXT,,,,,療養食加算,520,".attr(""alt"")"
,homereturn_support,TEXT,,,,,在宅復帰支援機能加算,521,".attr(""alt"")"
,specific_medical_fee_1,TEXT,,,,,特定診療費（短期集中リハビリテーションの実施）,522,".attr(""alt"")"
,dementia_specialty_care_1,TEXT,,,,,認知症専門ケア加算（Ⅰ）,523,".attr(""alt"")"
,dementia_specialty_care_2,TEXT,,,,,認知症専門ケア加算（Ⅱ）,524,".attr(""alt"")"
,dementia_immediate_action,TEXT,,,,,認知症行動・心理症状緊急対応加算,525,".attr(""alt"")"
121,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,526,".attr(""alt"")"
122,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,527,".attr(""alt"")"
123,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,528,".attr(""alt"")"
124,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,529,".attr(""alt"")"
125,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,530,".attr(""alt"")"
126,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,531,".attr(""alt"")"
127,unit_private_room,TEXT,,,,,ユニット型個室,589,".attr(""alt"")"
128,unit_semi_private_room,TEXT,,,,,ユニット型準個室,590,".attr(""alt"")"
129,existing_room,TEXT,,,,,従来型個室,591,".attr(""alt"")"
130,multi_bed_room,TEXT,,,,,多床室,592,".attr(""alt"")"
131,meal_price,TEXT,,,,,食事の提供に要する費用の額及びその算定方法,641,.innerHTML
132,live_price,TEXT,,,,,居住に要する費用の額及びその算定方法,642,.innerHTML
133,special_sickroom_price,TEXT,,,,,利用者が選定する特別な病室等の提供を行ったことに伴い必要となる費用の額及びその算定方法,643,.innerHTML
134,special_meal_price,TEXT,,,,,利用者が選定する特別な食事の提供を行ったことに伴い必要となる費用の額及びその算定方法,644,.innerHTML
135,hairdressing_price,TEXT,,,,,理美容代及びその算定方法,645,.innerHTML
136,daily_life_price,TEXT,,,,,当該介護サービスにおいて提供される便宜のうち、日常生活においても通常必要となるものに係る費用（日常生活費）の額及びその算定方法,646,.innerHTML
138,prc_date,TIMESTAMP,,,,,,,
