table_name,,title,,,,,,,
short_nursing_medical,,短期入所療養介護　介護療養型医療施設,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
71,medical_social_worker_1_10,TEXT,,,,,医療ソーシャルワーカー（非常勤・専従）,321,.innerHTML
72,medical_social_worker_1_11,TEXT,,,,,医療ソーシャルワーカー（非常勤・非専従）,322,.innerHTML
73,cook_1_00,TEXT,,,,,調理員（常勤・専従）,324,.innerHTML
74,cook_1_01,TEXT,,,,,調理員（常勤・非専従）,325,.innerHTML
75,cook_1_10,TEXT,,,,,調理員（非常勤・専従）,326,.innerHTML
76,cook_1_11,TEXT,,,,,調理員（非常勤・非専従）,327,.innerHTML
77,clerk_1_00,TEXT,,,,,事務員（常勤・専従）,329,.innerHTML
78,clerk_1_01,TEXT,,,,,事務員（常勤・非専従）,330,.innerHTML
79,clerk_1_10,TEXT,,,,,事務員（非常勤・専従）,331,.innerHTML
80,clerk_1_11,TEXT,,,,,事務員（非常勤・非専従）,332,.innerHTML
81,otherwork_1_00,TEXT,,,,,その他の従業者（常勤・専従）,334,.innerHTML
82,otherwork_1_01,TEXT,,,,,その他の従業者（常勤・非専従）,335,.innerHTML
83,otherwork_1_10,TEXT,,,,,その他の従業者（非常勤・専従）,336,.innerHTML
84,otherwork_1_11,TEXT,,,,,その他の従業者（非常勤・非専従）,337,.innerHTML
85,doctor_2_00,TEXT,,,,,医師（常勤・専従）,339,.innerHTML
86,doctor_2_01,TEXT,,,,,医師（常勤・非専従）,340,.innerHTML
87,doctor_2_10,TEXT,,,,,医師（非常勤・専従）,341,.innerHTML
88,doctor_2_11,TEXT,,,,,医師（非常勤・非専従）,342,.innerHTML
89,dentist_2_00,TEXT,,,,,歯科医師（常勤・専従）,344,.innerHTML
90,dentist_2_01,TEXT,,,,,歯科医師（常勤・非専従）,345,.innerHTML
91,dentist_2_10,TEXT,,,,,歯科医師（非常勤・専従）,346,.innerHTML
92,dentist_2_11,TEXT,,,,,歯科医師（非常勤・非専従）,347,.innerHTML
93,pharmacist_2_00,TEXT,,,,,薬剤師（常勤・専従）,349,.innerHTML
94,pharmacist_2_01,TEXT,,,,,薬剤師（常勤・非専従）,350,.innerHTML
95,pharmacist_2_10,TEXT,,,,,薬剤師（非常勤・専従）,351,.innerHTML
96,pharmacist_2_11,TEXT,,,,,薬剤師（非常勤・非専従）,352,.innerHTML
97,nursing_staff_2_00,TEXT,,,,,看護職員（常勤・専従）,354,.innerHTML
98,nursing_staff_2_01,TEXT,,,,,看護職員（常勤・非専従）,355,.innerHTML
99,nursing_staff_2_10,TEXT,,,,,看護職員（非常勤・専従）,356,.innerHTML
100,nursing_staff_2_11,TEXT,,,,,看護職員（非常勤・非専従）,357,.innerHTML
101,carer_2_00,TEXT,,,,,介護職員（常勤・専従）,359,.innerHTML
102,carer_2_01,TEXT,,,,,介護職員（常勤・非専従）,360,.innerHTML
103,carer_2_10,TEXT,,,,,介護職員（非常勤・専従）,361,.innerHTML
104,carer_2_11,TEXT,,,,,介護職員（非常勤・非専従）,362,.innerHTML
105,physical_therapist_2_00,TEXT,,,,,理学療法士（常勤・専従）,364,.innerHTML
106,physical_therapist_2_01,TEXT,,,,,理学療法士（常勤・非専従）,365,.innerHTML
107,physical_therapist_2_10,TEXT,,,,,理学療法士（非常勤・専従）,366,.innerHTML
108,physical_therapist_2_11,TEXT,,,,,理学療法士（非常勤・非専従）,367,.innerHTML
109,occupational_therapist_2_00,TEXT,,,,,作業療法士（常勤・専従）,369,.innerHTML
110,occupational_therapist_2_01,TEXT,,,,,作業療法士（常勤・非専従）,370,.innerHTML
111,occupational_therapist_2_10,TEXT,,,,,作業療法士（非常勤・専従）,371,.innerHTML
112,occupational_therapist_2_11,TEXT,,,,,作業療法士（非常勤・非専従）,372,.innerHTML
113,slh_therapist_2_00,TEXT,,,,,言語聴覚士（常勤・専従）,374,.innerHTML
114,slh_therapist_2_01,TEXT,,,,,言語聴覚士（常勤・非専従）,375,.innerHTML
115,slh_therapist_2_10,TEXT,,,,,言語聴覚士（非常勤・専従）,376,.innerHTML
116,slh_therapist_2_11,TEXT,,,,,言語聴覚士（非常勤・非専従）,377,.innerHTML
117,dietitian_2_00,TEXT,,,,,管理栄養士（常勤・専従）,379,.innerHTML
118,dietitian_2_01,TEXT,,,,,管理栄養士（常勤・非専従）,380,.innerHTML
119,dietitian_2_10,TEXT,,,,,管理栄養士（非常勤・専従）,381,.innerHTML
120,dietitian_2_11,TEXT,,,,,管理栄養士（非常勤・非専従）,382,.innerHTML
121,dietician_2_00,TEXT,,,,,栄養士（常勤・専従）,384,.innerHTML
122,dietician_2_01,TEXT,,,,,栄養士（常勤・非専従）,385,.innerHTML
123,dietician_2_10,TEXT,,,,,栄養士（非常勤・専従）,386,.innerHTML
124,dietician_2_11,TEXT,,,,,栄養士（非常勤・非専従）,387,.innerHTML
125,clinical_technologist_2_00,TEXT,,,,,臨床検査技師（常勤・専従）,389,.innerHTML
126,clinical_technologist_2_01,TEXT,,,,,臨床検査技師（常勤・非専従）,390,.innerHTML
127,clinical_technologist_2_10,TEXT,,,,,臨床検査技師（非常勤・専従）,391,.innerHTML
128,clinical_technologist_2_11,TEXT,,,,,臨床検査技師（非常勤・非専従）,392,.innerHTML
129,radiological_technologist_2_00,TEXT,,,,,診療放射線技師（常勤・専従）,394,.innerHTML
130,radiological_technologist_2_01,TEXT,,,,,診療放射線技師（常勤・非専従）,395,.innerHTML
131,radiological_technologist_2_10,TEXT,,,,,診療放射線技師（非常勤・専従）,396,.innerHTML
132,radiological_technologist_2_11,TEXT,,,,,診療放射線技師（非常勤・非専従）,397,.innerHTML
133,care_manager_2_00,TEXT,,,,,介護支援専門員（常勤・専従）,399,.innerHTML
134,care_manager_2_01,TEXT,,,,,介護支援専門員（常勤・非専従）,400,.innerHTML
135,care_manager_2_10,TEXT,,,,,介護支援専門員（非常勤・専従）,401,.innerHTML
136,care_manager_2_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,402,.innerHTML
137,medical_social_worker_2_00,TEXT,,,,,医療ソーシャルワーカー（常勤・専従）,404,.innerHTML
138,medical_social_worker_2_01,TEXT,,,,,医療ソーシャルワーカー（常勤・非専従）,405,.innerHTML
139,medical_social_worker_2_10,TEXT,,,,,医療ソーシャルワーカー（非常勤・専従）,406,.innerHTML
140,medical_social_worker_2_11,TEXT,,,,,医療ソーシャルワーカー（非常勤・非専従）,407,.innerHTML
141,cook_2_00,TEXT,,,,,調理員（常勤・専従）,409,.innerHTML
142,cook_2_01,TEXT,,,,,調理員（常勤・非専従）,410,.innerHTML
143,cook_2_10,TEXT,,,,,調理員（非常勤・専従）,411,.innerHTML
144,cook_2_11,TEXT,,,,,調理員（非常勤・非専従）,412,.innerHTML
145,clerk_2_00,TEXT,,,,,事務員（常勤・専従）,414,.innerHTML
146,clerk_2_01,TEXT,,,,,事務員（常勤・非専従）,415,.innerHTML
147,clerk_2_10,TEXT,,,,,事務員（非常勤・専従）,416,.innerHTML
148,clerk_2_11,TEXT,,,,,事務員（非常勤・非専従）,417,.innerHTML
149,otherwork_2_00,TEXT,,,,,その他の従業者（常勤・専従）,419,.innerHTML
150,otherwork_2_01,TEXT,,,,,その他の従業者（常勤・非専従）,420,.innerHTML
151,otherwork_2_10,TEXT,,,,,その他の従業者（非常勤・専従）,421,.innerHTML
152,otherwork_2_11,TEXT,,,,,その他の従業者（非常勤・非専従）,422,.innerHTML
153,l_care_worker_00,TEXT,,,,,介護福祉士（常勤・専従）,425,.innerHTML
154,l_care_worker_01,TEXT,,,,,介護福祉士（常勤・非専従）,426,.innerHTML
155,l_care_worker_10,TEXT,,,,,介護福祉士（非常勤・専従）,427,.innerHTML
156,l_care_worker_11,TEXT,,,,,介護福祉士（非常勤・非専従）,428,.innerHTML
157,l_practical_training_00,TEXT,,,,,実務者研修（常勤・専従）,429,.innerHTML
158,l_practical_training_01,TEXT,,,,,実務者研修（常勤・非専従）,430,.innerHTML
159,l_practical_training_10,TEXT,,,,,実務者研修（非常勤・専従）,431,.innerHTML
160,l_practical_training_11,TEXT,,,,,実務者研修（非常勤・非専従）,432,.innerHTML
161,l_care_basis_00,TEXT,,,,,介護職員基礎研修（常勤・専従）,433,.innerHTML
162,l_care_basis_01,TEXT,,,,,介護職員基礎研修（常勤・非専従）,434,.innerHTML
163,l_care_basis_10,TEXT,,,,,介護職員基礎研修（非常勤・専従）,435,.innerHTML
164,l_care_basis_11,TEXT,,,,,介護職員基礎研修（非常勤・非専従）,436,.innerHTML
165,l_home_helper1_00,TEXT,,,,,訪問介護員　１級（常勤・専従）,437,.innerHTML
166,l_home_helper1_01,TEXT,,,,,訪問介護員　１級（常勤・非専従）,438,.innerHTML
167,l_home_helper1_10,TEXT,,,,,訪問介護員　１級（非常勤・専従）,439,.innerHTML
168,l_home_helper1_11,TEXT,,,,,訪問介護員　１級（非常勤・非専従）,440,.innerHTML
169,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,441,.innerHTML
170,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,442,.innerHTML
171,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,443,.innerHTML
172,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,444,.innerHTML
173,l_caremanager_00,TEXT,,,,,介護支援専門員（常勤・専従）,445,.innerHTML
174,l_caremanager_01,TEXT,,,,,介護支援専門員（常勤・非専従）,446,.innerHTML
175,l_caremanager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,447,.innerHTML
176,l_caremanager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,448,.innerHTML
177,night_nursing_1,TEXT,,,,,夜間勤務等看護加算(Ⅰ)　(看護職員が１５：１以上),500,".attr(""alt"")"
178,night_nursing_2,TEXT,,,,,夜間勤務等看護加算(Ⅱ)　(看護職員が２０：１以上),501,".attr(""alt"")"
179,night_nursing_3,TEXT,,,,,夜間勤務等看護加算(Ⅲ)　(看護職員＋介護職員が１５：１以上),502,".attr(""alt"")"
180,night_nursing_4,TEXT,,,,,夜間勤務等看護加算(Ⅳ)　(看護職員＋介護職員が２０：１以上),503,".attr(""alt"")"
181,nothing_add,TEXT,,,,,加算なし(看護職員＋介護職員が３０：１以上),504,".attr(""alt"")"
182,care_ward_clinic,TEXT,,,,,療養病床を有する診療所,505,".attr(""alt"")"
183,dementia_medical,TEXT,,,,,老人性認知症疾患療養病棟を有する病院,506,".attr(""alt"")"
184,dementia_immediate_action,TEXT,,,,,認知症行動・心理症状緊急対応加算,507,".attr(""alt"")"
185,sub_emergency_short_recieve,TEXT,,,,,緊急短期入所受入加算（予防を除く）,508,".attr(""alt"")"
186,juvenile_dementia_user,TEXT,,,,,若年性認知症利用者受入加算,509,".attr(""alt"")"
187,pickup,TEXT,,,,,送迎実施,510,".attr(""alt"")"
188,medical_meal,TEXT,,,,,療養食加算,511,".attr(""alt"")"
189,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,512,".attr(""alt"")"
190,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,513,".attr(""alt"")"
191,service_supply_3,TEXT,,,,,サービス提供体制強化加算（Ⅲ）,514,".attr(""alt"")"
192,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,515,".attr(""alt"")"
193,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,516,".attr(""alt"")"
194,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,517,".attr(""alt"")"
195,unit_private_room,TEXT,,,,,ユニット型個室,546,".attr(""alt"")"
196,unit_semi_private_room,TEXT,,,,,ユニット型準個室,547,".attr(""alt"")"
197,existing_room,TEXT,,,,,従来型個室,548,".attr(""alt"")"
198,multi_bed_room,TEXT,,,,,多床室,549,".attr(""alt"")"
199,meal_price,TEXT,,,,,食事の提供に要する費用の額及びその算定方法,598,.innerHTML
200,stay_price,TEXT,,,,,滞在に要する費用の額及びその算定方法,599,.innerHTML
201,special_sickroom_price,TEXT,,,,,利用者が選定する特別な病室等の提供を行ったことに伴い必要となる費用の額及びその算定方法,600,.innerHTML
202,special_meal_price,TEXT,,,,,利用者が選定する特別な食事の提供を行ったことに伴い必要となる費用の額及びその算定方法,601,.innerHTML
203,hairdressing_price,TEXT,,,,,理美容代及びその算定方法,602,.innerHTML
204,daily_life_price,TEXT,,,,,当該介護サービスにおいて提供される便宜のうち、日常生活においても通常必要となるものに係る費用（日常生活費）の額及びその算定方法,603,.innerHTML
205,prc_date,TIMESTAMP,,,,,,,
