table_name,,title,,,,,,,
night_home_care,,夜間対応型訪問介護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
70,l_care_worker_2_10,TEXT,,,,,介護福祉士（非常勤・専従）,253,.innerHTML
71,l_care_worker_2_11,TEXT,,,,,介護福祉士（非常勤・非専従）,254,.innerHTML
72,l_doctor_00,TEXT,,,,,医師（常勤・専従）,255,.innerHTML
73,l_doctor_01,TEXT,,,,,医師（常勤・非専従）,256,.innerHTML
74,l_doctor_10,TEXT,,,,,医師（非常勤・専従）,257,.innerHTML
75,l_doctor_11,TEXT,,,,,医師（非常勤・非専従）,258,.innerHTML
76,l_health_nurse_00,TEXT,,,,,保健師（常勤・専従）,259,.innerHTML
77,l_health_nurse_01,TEXT,,,,,保健師（常勤・非専従）,260,.innerHTML
78,l_health_nurse_10,TEXT,,,,,保健師（非常勤・専従）,261,.innerHTML
79,l_health_nurse_11,TEXT,,,,,保健師（非常勤・非専従）,262,.innerHTML
80,l_social_worker_00,TEXT,,,,,社会福祉士（常勤・専従）,263,.innerHTML
81,l_social_worker_01,TEXT,,,,,社会福祉士（常勤・非専従）,264,.innerHTML
82,l_social_worker_10,TEXT,,,,,社会福祉士（非常勤・専従）,265,.innerHTML
83,l_social_worker_11,TEXT,,,,,社会福祉士（非常勤・非専従）,266,.innerHTML
84,l_care_manager_0,TEXT,,,,,介護支援専門員（常勤・専従）,267,.innerHTML
85,l_care_manager_1,TEXT,,,,,介護支援専門員（常勤・非専従）,268,.innerHTML
86,l_care_manager_10,TEXT,,,,,介護支援専門員（非常勤・専従）,269,.innerHTML
87,l_care_manager_11,TEXT,,,,,介護支援専門員（非常勤・非専従）,270,.innerHTML
88,office_time_week,TEXT,,,,,営業時間（平日）,304,.innerHTML
89,office_time_sat,TEXT,,,,,営業時間（土曜）,305,.innerHTML
90,office_time_sun,TEXT,,,,,営業時間（日曜）,306,.innerHTML
91,office_time_hol,TEXT,,,,,営業時間（祝日）,307,.innerHTML
92,office_time_reghol,TEXT,,,,,営業時間（定休日）,308,.innerHTML
93,office_time_memo,TEXT,,,,,営業時間（留意事項）,309,.innerHTML
94,service_time_week,TEXT,,,,,サービス利用時間（平日）,310,.innerHTML
95,service_time_sat,TEXT,,,,,サービス利用時間（土曜）,311,.innerHTML
96,service_time_sun,TEXT,,,,,サービス利用時間（日曜）,312,.innerHTML
97,service_time_hol,TEXT,,,,,サービス利用時間（祝日）,313,.innerHTML
98,service_time_memo,TEXT,,,,,サービス利用時間（留意事項）,314,.innerHTML
99,service_area,TEXT,,,,,事業所が通常時に介護サービスを提供する地域,315,.innerHTML
100,operation_center,TEXT,,,,,オペレーションセンターの有無,316,".attr(""alt"")"
101,route_service,TEXT,,,,,定期巡回サービスの実施,317,".attr(""alt"")"
102,anytime_home_servise,TEXT,,,,,随時訪問サービスの実施,318,".attr(""alt"")"
103,24hour_tuho,TEXT,,,,,24時間通報対応加算,319,".attr(""alt"")"
104,service_supply_1,TEXT,,,,,サービス提供体制強化加算（Ⅰ）,320,".attr(""alt"")"
105,service_supply_2,TEXT,,,,,サービス提供体制強化加算（Ⅱ）,321,".attr(""alt"")"
106,care_staff_improved_1,TEXT,,,,,介護職員処遇改善加算（Ⅰ）,322,".attr(""alt"")"
107,care_staff_improved_2,TEXT,,,,,介護職員処遇改善加算（Ⅱ）,323,".attr(""alt"")"
108,care_staff_improved_3,TEXT,,,,,介護職員処遇改善加算（Ⅲ）,324,".attr(""alt"")"
109,area_outside_price,TEXT,,,,,利用者の選定により、通常の事業の実施地域以外で当該介護サービスを行う場合、それに要する交通費の額及びその算定方法,354,.innerHTML
110,operator_price,TEXT,,,,,オペレーターから利用者宅への連絡に必要な通話料の請求の有無及びその算定方法（その額、算定方法等）,355,.innerHTML
111,cancel_price,TEXT,,,,,利用者の都合により介護サービスを提供できなかった場合に係る費用（キャンセル料）の徴収状況（その額、その算定方法）,358,.innerHTML
112,user_charge_cut,TEXT,,,,,社会福祉法人等による利用者負担軽減制度の実施の有無,359,".attr(""alt"")"
113,prc_date,TIMESTAMP,,,,,,,
