table_name,,title,,,,,,,
home_care,,訪問介護,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
66,sub_tokuteijigyosyo_3,NVARCHAR,8,,,,特定事業所加算(Ⅲ)　（予防を除く）　※体制要件及び重度対応要件に適合,296,".attr(""alt"")"
67,sub_emergency_homecare,NVARCHAR,8,,,,緊急時訪問介護加算　（予防を除く）,297,".attr(""alt"")"
68,seikatsukinoukoujyourenkei,NVARCHAR,8,,,,生活機能向上連携加算,298,".attr(""alt"")"
69,care_staff_improved_1,NVARCHAR,8,,,,介護職員処遇改善加算（Ⅰ）,299,".attr(""alt"")"
70,care_staff_improved_2,NVARCHAR,8,,,,介護職員処遇改善加算（Ⅱ）,300,".attr(""alt"")"
71,care_staff_improved_3,NVARCHAR,8,,,,介護職員処遇改善加算（Ⅲ）,301,".attr(""alt"")"
72,jyoukoukaigo,NVARCHAR,8,,,,通院等乗降介助の実施,302,".attr(""alt"")"
73,area_outside_price,TEXT,,,,,利用者の選定により、通常の事業の実施地域以外で当該介護サービスを行う場合、それに要する交通費の額及びその算定方法,340,.innerHTML
74,cancel_price,TEXT,,,,,利用者の都合により介護サービスを提供できなかった場合に係る費用（キャンセル料）の徴収状況（その額、その算定方法）,342,.innerHTML
75,user_charge_cut,NVARCHAR,8,,,,社会福祉法人等による利用者負担軽減制度の実施の有無,343,".attr(""alt"")"
76,prc_date,TIMESTAMP,,,,,,,
