table_name,,title,,,,,,,
specified_welfare_tool_sale,,特定福祉用具販売,,,,,,,
,,,,,,,,,
No,項目名,型,長さ,少数,必須,PK,備考,diffid,
72,l_home_helper2_00,TEXT,,,,,訪問介護員　２級（常勤・専従）,254,.innerHTML
73,l_home_helper2_01,TEXT,,,,,訪問介護員　２級（常勤・非専従）,255,.innerHTML
74,l_home_helper2_10,TEXT,,,,,訪問介護員　２級（非常勤・専従）,256,.innerHTML
75,l_home_helper2_11,TEXT,,,,,訪問介護員　２級（非常勤・非専従）,257,.innerHTML
76,welfare_tool_class_00,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（常勤・専従）,258,.innerHTML
77,welfare_tool_class_01,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（常勤・非専従）,259,.innerHTML
78,welfare_tool_class_10,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（非常勤・専従）,260,.innerHTML
79,welfare_tool_class_11,TEXT,,,,,福祉用具専門相談員指定講習の過程を修了（非常勤・非専従）,261,.innerHTML
80,office_time_week,TEXT,,,,,営業時間（平日）,282,.innerHTML
81,office_time_sat,TEXT,,,,,営業時間（土曜）,283,.innerHTML
82,office_time_sun,TEXT,,,,,営業時間（日曜）,284,.innerHTML
83,office_time_hol,TEXT,,,,,営業時間（祝日）,285,.innerHTML
84,office_time_reghol,TEXT,,,,,営業時間（定休日）,286,.innerHTML
85,office_time_memo,TEXT,,,,,営業時間（留意事項）,287,.innerHTML
86,service_area,TEXT,,,,,事業所が通常時に介護サービスを提供する地域,288,.innerHTML
87,chair_toilet,,,,,,腰掛便座,385,".attr(""alt"")"
88,chair_toilet_price_from,,,,,,腰掛便座最低額,386,.innerHTML
89,chair_toilet_price_to,,,,,,腰掛便座最高額,387,.innerHTML
90,automatic_excretion_change,,,,,,自動排泄処理装置の交換可能部品,389,".attr(""alt"")"
91,automatic_excretion_change_price_from,,,,,,自動排泄処理装置の交換可能部分最低額,390,.innerHTML
92,automatic_excretion_change_price_to,,,,,,自動排泄処理装置の交換可能部分最高額,391,.innerHTML
93,bath_chair,,,,,,入浴用いす,393,".attr(""alt"")"
94,bath_chair_price_from,,,,,,入浴用いす最低額,394,.innerHTML
95,bath_chair_price_to,,,,,,入浴用いす最高額,395,.innerHTML
96,bathtub_handrail,,,,,,浴槽用手すり,397,".attr(""alt"")"
97,bathtub_handrail_price_from,,,,,,浴槽用手すり最低額,398,.innerHTML
98,bathtub_handrail_price_to,,,,,,浴槽用手すり最高額,399,.innerHTML
99,bathtub_chair,,,,,,浴槽内いす,401,".attr(""alt"")"
100,bathtub_chair_price_from,,,,,,浴槽内いす最低額,402,.innerHTML
101,bathtub_chair_price_to,,,,,,浴槽内いす最高額,403,.innerHTML
102,bath_stand,,,,,,入浴台,405,".attr(""alt"")"
103,bath_stand_price_from,,,,,,入浴代最低額,406,.innerHTML
104,bath_stand_price_to,,,,,,入浴代最高額,407,.innerHTML
105,bathroom_sunoko,,,,,,浴室内すのこ,409,".attr(""alt"")"
106,bathroom_sunoko_price_from,,,,,,浴室内すのこ最低額,410,.innerHTML
107,bathroom_sunoko_price_to,,,,,,浴室内すのこ最低額,411,.innerHTML
108,bathtub_sunoko,,,,,,浴槽内すのこ,413,".attr(""alt"")"
109,bathtub_sunoko_price_from,,,,,,浴槽内すのこ最低額,414,.innerHTML
110,bathtub_sunoko_price_to,,,,,,浴槽内すのこ最高額,415,.innerHTML
111,bath_assist_belt,,,,,,入浴用介助ベルト,417,".attr(""alt"")"
112,bath_assist_belt_price_from,,,,,,入浴用介助ベルト最低額,418,.innerHTML
113,bath_assist_belt_price_to,,,,,,入浴用介助ベルト最高額,419,.innerHTML
114,simple_bath,,,,,,簡易浴槽,421,".attr(""alt"")"
115,simple_bath_price_from,,,,,,簡易浴槽最低額,422,.innerHTML
116,simple_bath_price_to,,,,,,簡易浴槽最高額,423,.innerHTML
117,lift_sling,,,,,,移動用リフトのつり具の部分,425,".attr(""alt"")"
118,lift_sling_price_from,,,,,,移動用リフトのつり具の部分最低額,426,.innerHTML
119,lift_sling_price_to,,,,,,移動用リフトのつり具の部分最高額,427,.innerHTML
120,area_outside_price,TEXT,,,,,利用者の選定により、通常の事業の実施地域以外で当該介護サービスを行う場合、それに要する交通費の額及びその算定方法,429,.innerHTML
121,welfare_tool_carry_price,TEXT,,,,,福祉用具の搬入に特別な措置が必要な場合、それに要する費用の額及びその算定方法,430,.innerHTML
122,prc_date,TIMESTAMP,,,,,,,
